date,time_code,demand_code,demand,series_code,series,value_million_yen,value_100m_yen,unit
2024-11-01,2024001111,130,官公需計,110,原系列,385087.0,3850.87,100万円
2024-11-01,2024001111,140,民間需要合計,110,原系列,913306.0,9133.06,100万円
2024-11-01,2024001111,160,民間需要（船舶・電力を除く）,110,原系列,814546.0,8145.46,100万円
2024-11-01,2024001111,170,民間需要_製造業計,110,原系列,398984.0,3989.84,100万円
2024-11-01,2024001111,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,419139.0,4191.39,100万円
2024-12-01,2024001212,100,受注額合計,100,季節調整系列,2901095.82045,29010.9582045,100万円
2024-12-01,2024001212,120,海外需要,100,季節調整系列,1341840.75332,13418.4075332,100万円
2024-12-01,2024001212,130,官公需計,100,季節調整系列,486478.7831,4864.787831,100万円
2024-12-01,2024001212,140,民間需要合計,100,季節調整系列,1003086.55332,10030.8655332,100万円
2024-12-01,2024001212,160,民間需要（船舶・電力を除く）,100,季節調整系列,885126.71592,8851.2671592,100万円
2024-12-01,2024001212,170,民間需要_製造業計,100,季節調整系列,411173.23667,4111.7323667,100万円
2024-12-01,2024001212,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,469472.23694,4694.7223693999995,100万円
2024-12-01,2024001212,100,受注額合計,110,原系列,3264988.0,32649.88,100万円
2024-12-01,2024001212,120,海外需要,110,原系列,1546585.0,15465.85,100万円
2024-12-01,2024001212,130,官公需計,110,原系列,473816.0,4738.16,100万円
2024-12-01,2024001212,140,民間需要合計,110,原系列,1125144.0,11251.44,100万円
2024-12-01,2024001212,160,民間需要（船舶・電力を除く）,110,原系列,955330.0,9553.3,100万円
2024-12-01,2024001212,170,民間需要_製造業計,110,原系列,441255.0,4412.55,100万円
2024-12-01,2024001212,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,516985.0,5169.85,100万円
2025-01-01,2025000101,100,受注額合計,100,季節調整系列,3204419.9776,32044.199775999998,100万円
2025-01-01,2025000101,120,海外需要,100,季節調整系列,1382185.48758,13821.8548758,100万円
2025-01-01,2025000101,130,官公需計,100,季節調整系列,787207.35567,7872.073556699999,100万円
2025-01-01,2025000101,140,民間需要合計,100,季節調整系列,1053466.36775,10534.6636775,100万円
2025-01-01,2025000101,160,民間需要（船舶・電力を除く）,100,季節調整系列,867461.54461,8674.6154461,100万円
2025-01-01,2025000101,170,民間需要_製造業計,100,季節調整系列,424010.37273,4240.1037273,100万円
2025-01-01,2025000101,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,441013.7434,4410.137434,100万円
2025-01-01,2025000101,100,受注額合計,110,原系列,2708072.0,27080.72,100万円
2025-01-01,2025000101,120,海外需要,110,原系列,1285050.0,12850.5,100万円
2025-01-01,2025000101,130,官公需計,110,原系列,465191.0,4651.91,100万円
2025-01-01,2025000101,140,民間需要合計,110,原系列,840603.0,8406.03,100万円
2025-01-01,2025000101,160,民間需要（船舶・電力を除く）,110,原系列,691740.0,6917.4,100万円
2025-01-01,2025000101,170,民間需要_製造業計,110,原系列,347598.0,3475.98,100万円
2025-01-01,2025000101,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,347228.0,3472.28,100万円
2025-02-01,2025000202,100,受注額合計,100,季節調整系列,3344958.14345,33449.581434499996,100万円
2025-02-01,2025000202,120,海外需要,100,季節調整系列,1423062.31156,14230.623115600001,100万円
2025-02-01,2025000202,130,官公需計,100,季節調整系列,593306.47744,5933.064774400001,100万円
2025-02-01,2025000202,140,民間需要合計,100,季節調整系列,1140763.86673,11407.6386673,100万円
2025-02-01,2025000202,160,民間需要（船舶・電力を除く）,100,季節調整系列,895046.18113,8950.4618113,100万円
2025-02-01,2025000202,170,民間需要_製造業計,100,季節調整系列,427037.08302,4270.3708302000005,100万円
2025-02-01,2025000202,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,485215.17218,4852.1517218,100万円
2025-02-01,2025000202,100,受注額合計,110,原系列,3020172.0,30201.72,100万円
2025-02-01,2025000202,120,海外需要,110,原系列,1273194.0,12731.94,100万円
2025-02-01,2025000202,130,官公需計,110,原系列,631282.0,6312.82,100万円
2025-02-01,2025000202,140,民間需要合計,110,原系列,1001608.0,10016.08,100万円
2025-02-01,2025000202,160,民間需要（船舶・電力を除く）,110,原系列,778169.0,7781.69,100万円
2025-02-01,2025000202,170,民間需要_製造業計,110,原系列,365353.0,3653.53,100万円
2025-02-01,2025000202,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,415228.0,4152.28,100万円
2025-03-01,2025000303,100,受注額合計,100,季節調整系列,3055496.26324,30554.9626324,100万円
2025-03-01,2025000303,120,海外需要,100,季節調整系列,1326578.88356,13265.7888356,100万円
2025-03-01,2025000303,130,官公需計,100,季節調整系列,466191.29701,4661.9129701,100万円
2025-03-01,2025000303,140,民間需要合計,100,季節調整系列,1079220.95113,10792.2095113,100万円
2025-03-01,2025000303,160,民間需要（船舶・電力を除く）,100,季節調整系列,989434.95408,9894.3495408,100万円
2025-03-01,2025000303,170,民間需要_製造業計,100,季節調整系列,454161.77441,4541.6177441,100万円
2025-03-01,2025000303,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,525353.37638,5253.5337638,100万円
2025-03-01,2025000303,100,受注額合計,110,原系列,4872253.0,48722.53,100万円
2025-03-01,2025000303,120,海外需要,110,原系列,1693758.0,16937.58,100万円
2025-03-01,2025000303,130,官公需計,110,原系列,1249519.0,12495.19,100万円
2025-03-01,2025000303,140,民間需要合計,110,原系列,1787170.0,17871.7,100万円
2025-03-01,2025000303,160,民間需要（船舶・電力を除く）,110,原系列,1536900.0,15369.0,100万円
2025-03-01,2025000303,170,民間需要_製造業計,110,原系列,672386.0,6723.86,100万円
2025-03-01,2025000303,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,867372.0,8673.72,100万円
2025-04-01,2025000404,100,受注額合計,100,季節調整系列,3014371.27032,30143.712703200003,100万円
2025-04-01,2025000404,120,海外需要,100,季節調整系列,1357907.41736,13579.0741736,100万円
2025-04-01,2025000404,130,官公需計,100,季節調整系列,422820.15255,4228.2015255,100万円
2025-04-01,2025000404,140,民間需要合計,100,季節調整系列,1071022.71567,10710.2271567,100万円
2025-04-01,2025000404,160,民間需要（船舶・電力を除く）,100,季節調整系列,917406.47558,9174.0647558,100万円
2025-04-01,2025000404,170,民間需要_製造業計,100,季節調整系列,445857.98749,4458.5798749000005,100万円
2025-04-01,2025000404,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,476120.69517,4761.2069517,100万円
2025-04-01,2025000404,100,受注額合計,110,原系列,2838040.0,28380.4,100万円
2025-04-01,2025000404,120,海外需要,110,原系列,1228354.0,12283.54,100万円
2025-04-01,2025000404,130,官公需計,110,原系列,419387.0,4193.87,100万円
2025-04-01,2025000404,140,民間需要合計,110,原系列,1064764.0,10647.64,100万円
2025-04-01,2025000404,160,民間需要（船舶・電力を除く）,110,原系列,938482.0,9384.82,100万円
2025-04-01,2025000404,170,民間需要_製造業計,110,原系列,466046.0,4660.46,100万円
2025-04-01,2025000404,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,474072.0,4740.72,100万円
2025-05-01,2025000505,100,受注額合計,100,季節調整系列,3091227.78499,30912.2778499,100万円
2025-05-01,2025000505,120,海外需要,100,季節調整系列,1294841.12496,12948.4112496,100万円
2025-05-01,2025000505,130,官公需計,100,季節調整系列,493739.915,4937.39915,100万円
2025-05-01,2025000505,140,民間需要合計,100,季節調整系列,1206643.00032,12066.430003200001,100万円
2025-05-01,2025000505,160,民間需要（船舶・電力を除く）,100,季節調整系列,915254.97434,9152.549743399999,100万円
2025-05-01,2025000505,170,民間需要_製造業計,100,季節調整系列,438521.6015,4385.216015,100万円
2025-05-01,2025000505,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,484791.70102,4847.9170102,100万円
2025-05-01,2025000505,100,受注額合計,110,原系列,2686124.0,26861.24,100万円
2025-05-01,2025000505,120,海外需要,110,原系列,1211817.0,12118.17,100万円
2025-05-01,2025000505,130,官公需計,110,原系列,332360.0,3323.6,100万円
2025-05-01,2025000505,140,民間需要合計,110,原系列,1013013.0,10130.13,100万円
2025-05-01,2025000505,160,民間需要（船舶・電力を除く）,110,原系列,812288.0,8122.88,100万円
2025-05-01,2025000505,170,民間需要_製造業計,110,原系列,405722.0,4057.22,100万円
2025-05-01,2025000505,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,408250.0,4082.5,100万円
2025-06-01,2025000606,100,受注額合計,100,季節調整系列,3117005.96947,31170.059694699998,100万円
2025-06-01,2025000606,120,海外需要,100,季節調整系列,1384305.21977,13843.0521977,100万円
2025-06-01,2025000606,130,官公需計,100,季節調整系列,443281.54711,4432.8154711,100万円
2025-06-01,2025000606,140,民間需要合計,100,季節調整系列,1137675.65961,11376.7565961,100万円
2025-06-01,2025000606,160,民間需要（船舶・電力を除く）,100,季節調整系列,936048.56205,9360.4856205,100万円
2025-06-01,2025000606,170,民間需要_製造業計,100,季節調整系列,415683.35916,4156.8335916,100万円
2025-06-01,2025000606,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,512708.38152,5127.0838152,100万円
2025-06-01,2025000606,100,受注額合計,110,原系列,3258726.0,32587.26,100万円
2025-06-01,2025000606,120,海外需要,110,原系列,1518401.0,15184.01,100万円
2025-06-01,2025000606,130,官公需計,110,原系列,365976.0,3659.76,100万円
2025-06-01,2025000606,140,民間需要合計,110,原系列,1230105.0,12301.05,100万円
2025-06-01,2025000606,160,民間需要（船舶・電力を除く）,110,原系列,984325.0,9843.25,100万円
2025-06-01,2025000606,170,民間需要_製造業計,110,原系列,450574.0,4505.74,100万円
2025-06-01,2025000606,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,538272.0,5382.72,100万円
2025-07-01,2025000707,100,受注額合計,100,季節調整系列,3030030.59108,30300.3059108,100万円
2025-07-01,2025000707,120,海外需要,100,季節調整系列,1287501.39717,12875.0139717,100万円
2025-07-01,2025000707,130,官公需計,100,季節調整系列,508888.57957,5088.8857957,100万円
2025-07-01,2025000707,140,民間需要合計,100,季節調整系列,1164649.63645,11646.4963645,100万円
2025-07-01,2025000707,160,民間需要（船舶・電力を除く）,100,季節調整系列,906405.23936,9064.0523936,100万円
2025-07-01,2025000707,170,民間需要_製造業計,100,季節調整系列,429253.22439,4292.5322439,100万円
2025-07-01,2025000707,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,498427.83243,4984.2783243,100万円
2025-07-01,2025000707,100,受注額合計,110,原系列,2783667.0,27836.67,100万円
2025-07-01,2025000707,120,海外需要,110,原系列,1205108.0,12051.08,100万円
2025-07-01,2025000707,130,官公需計,110,原系列,344737.0,3447.37,100万円
2025-07-01,2025000707,140,民間需要合計,110,原系列,1080941.0,10809.41,100万円
2025-07-01,2025000707,160,民間需要（船舶・電力を除く）,110,原系列,858625.0,8586.25,100万円
2025-07-01,2025000707,170,民間需要_製造業計,110,原系列,411835.0,4118.35,100万円
2025-07-01,2025000707,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,454536.0,4545.36,100万円
2025-08-01,2025000808,100,受注額合計,100,季節調整系列,3213358.0618,32133.580617999996,100万円
2025-08-01,2025000808,120,海外需要,100,季節調整系列,1597638.02098,15976.3802098,100万円
2025-08-01,2025000808,130,官公需計,100,季節調整系列,326546.35771,3265.4635771000003,100万円
2025-08-01,2025000808,140,民間需要合計,100,季節調整系列,1072319.63177,10723.196317700002,100万円
2025-08-01,2025000808,160,民間需要（船舶・電力を除く）,100,季節調整系列,903152.35687,9031.5235687,100万円
2025-08-01,2025000808,170,民間需要_製造業計,100,季節調整系列,430863.89399,4308.6389399,100万円
2025-08-01,2025000808,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,474336.94685,4743.3694685,100万円
2025-08-01,2025000808,100,受注額合計,110,原系列,2692774.0,26927.74,100万円
2025-08-01,2025000808,120,海外需要,110,原系列,1470878.0,14708.78,100万円
2025-08-01,2025000808,130,官公需計,110,原系列,233271.0,2332.71,100万円
2025-08-01,2025000808,140,民間需要合計,110,原系列,873542.0,8735.42,100万円
2025-08-01,2025000808,160,民間需要（船舶・電力を除く）,110,原系列,729208.0,7292.08,100万円
2025-08-01,2025000808,170,民間需要_製造業計,110,原系列,366382.0,3663.82,100万円
2025-08-01,2025000808,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,376832.0,3768.32,100万円
2025-09-01,2025000909,100,受注額合計,100,季節調整系列,3300236.58129,33002.3658129,100万円
2025-09-01,2025000909,120,海外需要,100,季節調整系列,1739152.69181,17391.5269181,100万円
2025-09-01,2025000909,130,官公需計,100,季節調整系列,323958.8958,3239.588958,100万円
2025-09-01,2025000909,140,民間需要合計,100,季節調整系列,1133586.39838,11335.8639838,100万円
2025-09-01,2025000909,160,民間需要（船舶・電力を除く）,100,季節調整系列,931808.97835,9318.0897835,100万円
2025-09-01,2025000909,170,民間需要_製造業計,100,季節調整系列,509201.07003,5092.0107003,100万円
2025-09-01,2025000909,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,436689.52265,4366.8952265,100万円
2025-09-01,2025000909,100,受注額合計,110,原系列,3793970.0,37939.7,100万円
2025-09-01,2025000909,120,海外需要,110,原系列,1895488.0,18954.88,100万円
2025-09-01,2025000909,130,官公需計,110,原系列,437461.0,4374.61,100万円
2025-09-01,2025000909,140,民間需要合計,110,原系列,1323438.0,13234.38,100万円
2025-09-01,2025000909,160,民間需要（船舶・電力を除く）,110,原系列,1101748.0,11017.48,100万円
2025-09-01,2025000909,170,民間需要_製造業計,110,原系列,570834.0,5708.34,100万円
2025-09-01,2025000909,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,533212.0,5332.12,100万円
2025-10-01,2025001010,100,受注額合計,100,季節調整系列,3135105.28545,31351.052854499998,100万円
2025-10-01,2025001010,120,海外需要,100,季節調整系列,1381857.84135,13818.5784135,100万円
2025-10-01,2025001010,130,官公需計,100,季節調整系列,472514.31301,4725.1431301,100万円
2025-10-01,2025001010,140,民間需要合計,100,季節調整系列,1149507.09355,11495.070935500002,100万円
2025-10-01,2025001010,160,民間需要（船舶・電力を除く）,100,季節調整系列,985965.92879,9859.6592879,100万円
2025-10-01,2025001010,170,民間需要_製造業計,100,季節調整系列,446524.99984,4465.2499984,100万円
2025-10-01,2025001010,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,545293.96058,5452.939605799999,100万円
2025-10-01,2025001010,100,受注額合計,110,原系列,2795558.0,27955.58,100万円
2025-10-01,2025001010,120,海外需要,110,原系列,1264947.0,12649.47,100万円
2025-10-01,2025001010,130,官公需計,110,原系列,373738.0,3737.38,100万円
2025-10-01,2025001010,140,民間需要合計,110,原系列,1004998.0,10049.98,100万円
2025-10-01,2025001010,160,民間需要（船舶・電力を除く）,110,原系列,900389.0,9003.89,100万円
2025-10-01,2025001010,170,民間需要_製造業計,110,原系列,419048.0,4190.48,100万円
2025-10-01,2025001010,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,483398.0,4833.98,100万円
2025-11-01,2025001111,100,受注額合計,100,季節調整系列,3357564.02856,33575.6402856,100万円
2025-11-01,2025001111,120,海外需要,100,季節調整系列,1446848.99514,14468.4899514,100万円
2025-11-01,2025001111,130,官公需計,100,季節調整系列,694342.38411,6943.4238411,100万円
2025-11-01,2025001111,140,民間需要合計,100,季節調整系列,1096040.265,10960.402649999998,100万円
2025-11-01,2025001111,160,民間需要（船舶・電力を除く）,100,季節調整系列,895644.34265,8956.4434265,100万円
2025-11-01,2025001111,170,民間需要_製造業計,100,季節調整系列,413156.81642,4131.5681642,100万円
2025-11-01,2025001111,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,495177.72049,4951.7772049,100万円
2025-11-01,2025001111,100,受注額合計,110,原系列,2859799.0,28597.99,100万円
2025-11-01,2025001111,120,海外需要,110,原系列,1350172.0,13501.72,100万円
2025-11-01,2025001111,130,官公需計,110,原系列,463554.0,4635.54,100万円
2025-11-01,2025001111,140,民間需要合計,110,原系列,905531.0,9055.31,100万円
2025-11-01,2025001111,160,民間需要（船舶・電力を除く）,110,原系列,762659.0,7626.59,100万円
2025-11-01,2025001111,170,民間需要_製造業計,110,原系列,344112.0,3441.12,100万円
2025-11-01,2025001111,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,422103.0,4221.03,100万円
2025-12-01,2025001212,100,受注額合計,100,季節調整系列,4022112.70863,40221.127086299995,100万円
2025-12-01,2025001212,120,海外需要,100,季節調整系列,1960741.73687,19607.4173687,100万円
2025-12-01,2025001212,130,官公需計,100,季節調整系列,661909.29795,6619.0929795,100万円
2025-12-01,2025001212,140,民間需要合計,100,季節調整系列,1335281.40499,13352.8140499,100万円
2025-12-01,2025001212,160,民間需要（船舶・電力を除く）,100,季節調整系列,1039968.83779,10399.6883779,100万円
2025-12-01,2025001212,170,民間需要_製造業計,100,季節調整系列,498150.77585,4981.5077585,100万円
2025-12-01,2025001212,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,527597.84838,5275.9784838,100万円
2025-12-01,2025001212,100,受注額合計,110,原系列,4574551.0,45745.51,100万円
2025-12-01,2025001212,120,海外需要,110,原系列,2267734.0,22677.34,100万円
2025-12-01,2025001212,130,官公需計,110,原系列,653094.0,6530.94,100万円
2025-12-01,2025001212,140,民間需要合計,110,原系列,1511714.0,15117.14,100万円
2025-12-01,2025001212,160,民間需要（船舶・電力を除く）,110,原系列,1115536.0,11155.36,100万円
2025-12-01,2025001212,170,民間需要_製造業計,110,原系列,531168.0,5311.68,100万円
2025-12-01,2025001212,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,587051.0,5870.51,100万円
2026-01-01,2026000101,100,受注額合計,100,季節調整系列,3942063.48217,39420.634821700005,100万円
2026-01-01,2026000101,120,海外需要,100,季節調整系列,1965422.05456,19654.2205456,100万円
2026-01-01,2026000101,130,官公需計,100,季節調整系列,575254.47879,5752.544787899999,100万円
2026-01-01,2026000101,140,民間需要合計,100,季節調整系列,1261767.31319,12617.6731319,100万円
2026-01-01,2026000101,160,民間需要（船舶・電力を除く）,100,季節調整系列,982428.4098,9824.284098,100万円
2026-01-01,2026000101,170,民間需要_製造業計,100,季節調整系列,435816.21078,4358.1621078,100万円
2026-01-01,2026000101,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,563228.1092,5632.281091999999,100万円
2026-01-01,2026000101,100,受注額合計,110,原系列,3309805.0,33098.05,100万円
2026-01-01,2026000101,120,海外需要,110,原系列,1838463.0,18384.63,100万円
2026-01-01,2026000101,130,官公需計,110,原系列,347190.0,3471.9,100万円
2026-01-01,2026000101,140,民間需要合計,110,原系列,991796.0,9917.96,100万円
2026-01-01,2026000101,160,民間需要（船舶・電力を除く）,110,原系列,786470.0,7864.7,100万円
2026-01-01,2026000101,170,民間需要_製造業計,110,原系列,352705.0,3527.05,100万円
2026-01-01,2026000101,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,436984.0,4369.84,100万円
2026-02-01,2026000202,100,受注額合計,100,季節調整系列,3744304.92602,37443.0492602,100万円
2026-02-01,2026000202,120,海外需要,100,季節調整系列,1865338.03466,18653.3803466,100万円
2026-02-01,2026000202,130,官公需計,100,季節調整系列,465823.74172,4658.2374172,100万円
2026-02-01,2026000202,140,民間需要合計,100,季節調整系列,1239045.77516,12390.457751599999,100万円
2026-02-01,2026000202,160,民間需要（船舶・電力を除く）,100,季節調整系列,1115865.90544,11158.6590544,100万円
2026-02-01,2026000202,170,民間需要_製造業計,100,季節調整系列,569505.44275,5695.0544275,100万円
2026-02-01,2026000202,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,568441.82894,5684.4182894000005,100万円
2026-02-01,2026000202,100,受注額合計,110,原系列,3416276.0,34162.76,100万円
2026-02-01,2026000202,120,海外需要,110,原系列,1681222.0,16812.22,100万円
2026-02-01,2026000202,130,官公需計,110,原系列,502767.0,5027.67,100万円
2026-02-01,2026000202,140,民間需要合計,110,原系列,1094663.0,10946.63,100万円
2026-02-01,2026000202,160,民間需要（船舶・電力を除く）,110,原系列,970541.0,9705.41,100万円
2026-02-01,2026000202,170,民間需要_製造業計,110,原系列,487556.0,4875.56,100万円
2026-02-01,2026000202,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,488160.0,4881.6,100万円
2026-03-01,2026000303,100,受注額合計,100,季節調整系列,3906598.63066,39065.986306599996,100万円
2026-03-01,2026000303,120,海外需要,100,季節調整系列,2444524.1022,24445.241022000002,100万円
2026-03-01,2026000303,130,官公需計,100,季節調整系列,398153.39908,3981.5339908,100万円
2026-03-01,2026000303,140,民間需要合計,100,季節調整系列,1173450.87026,11734.5087026,100万円
2026-03-01,2026000303,160,民間需要（船舶・電力を除く）,100,季節調整系列,1010890.92006,10108.909200600001,100万円
2026-03-01,2026000303,170,民間需要_製造業計,100,季節調整系列,488394.08216,4883.9408216,100万円
2026-03-01,2026000303,200,民間需要_非製造業（船舶・電力を除く）,100,季節調整系列,534306.74144,5343.0674144,100万円
2026-03-01,2026000303,100,受注額合計,110,原系列,6361078.0,63610.78,100万円
2026-03-01,2026000303,120,海外需要,110,原系列,3163693.0,31636.93,100万円
2026-03-01,2026000303,130,官公需計,110,原系列,1058921.0,10589.21,100万円
2026-03-01,2026000303,140,民間需要合計,110,原系列,1965686.0,19656.86,100万円
2026-03-01,2026000303,160,民間需要（船舶・電力を除く）,110,原系列,1627247.0,16272.47,100万円
2026-03-01,2026000303,170,民間需要_製造業計,110,原系列,749913.0,7499.13,100万円
2026-03-01,2026000303,200,民間需要_非製造業（船舶・電力を除く）,110,原系列,908788.0,9087.88,100万円
