ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
913608,2025/12/11,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,500,60,2.17%
913608,2025/12/11,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分額されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,397,60,2.21%
913608,2025/12/17,宇都宮営業部,一般,防犯カメラシステム,Rサービス（他に分額されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,190,60,3.36%
913608,2025/12/17,宇都宮営業部,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,455,60,2.21%
911055,2026/1/14,,一般,Canon カラー複合機,E 製造業,16660,909.6,513103,186505,39763,43274,25987,4396,6794,21068,0,5738,,,既存先,一般リース,1,当社受注,,2,銀行,1900,60,3.10%
962914,2026/1/20,,一般,カラープリンター（C840後維機種）,D建設業,4686000,55151.24,24447352,3733568,363085,1335672,1172801,92075,107906,9518,-2770810,56468,45238,,既存先,一般リース,1,当社受注,,,ユーザー,251.68,60,4.26%
913608,2025/12/17,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,426,60,2.19%
913608,2025/12/17,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,560,60,2.18%
913608,2025/12/17,宇都宮営業部,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,374,60,2.21%
934138,2025/12/22,宇都宮営業部,一般,防犯カメラシステム,D建設業,5992,,201312,24488,-14040,-3915,-3716,,0,6999,3791,5864,30174,0,新規先,一般リース,1,当社受注,,2,銀行,1923,84,3.00%
920614,2026/1/20,宇都宮営業部,一般,カラープリンター（C840後維機種）,D建設業,356000,2218.2,3472883,355052,124732,107580,73770,2887,15953,,-71795,2868,4549,,既存先,一般リース,1,当社受注,,1,ユーザー,503.36,60,3.81%
