ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
921100,2025/7/25,宇都宮営業部,一般,フォークリフト②,Rサービス業（他に分類されないもの）,20000,2748.4,1320806,226953,36626,53400,87754,21368,54916,8851,94985,5862,114791,,既存先,一般リース,1,当社受注,,1,ユーザー,2450,60,2.65%
945588,2025/3/12,宇都宮営業部,割賦,堅型袋詰真空包装機,E製造業,60000,24198,1536942,319269,85425,80131,56826,6975,24988,47728,482,2936,16465,,既存先,割賦,1,当社受注,,2,銀行,22000,84,3.01%
910623,2025/7/29,宇都宮営業部,自動車,冷蔵大型トラック,H 運輸業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,0,4084,765095,5,既存先,自動車リース,1,当社受注,,2,銀行,23850,60,1.91%
911369,2025/7/2,宇都宮営業部,割賦,コンクリートカッター AZZ406,D建設業,41624,10186.7,635019,159498,41205,41717,33005,4032,31381,54387,1327,577,6702,,既存先,割賦,,当社受注,,2,銀行,9700,60,3.01%
967426,2025/8/1,宇都宮営業部,割賦,CNC精密自動旋盤 B026C,E 製造業,187700,115380.1,601615,56181,-46032,6074,5863,5336,101972,1003572,-1173183,3393,5844,5,既存先,割賦,,当社受注,,2,銀行,12050,72,2.02%
934285,2025/7/23,宇都宮営業部,一般,富士フィルム 内視鏡システム ELUXEO 6000,p 医療・福祉,27852,14044.8,177140,160478,3419,4904,4616,7071,,,,21039,,8_1,新規先,一般リース,1,当社受注,,2,銀行,11990,84,3.50%
923743,2025/4/11,宇都宮営業部,自動車,エクストレイル,D 建設業,24805,8290.5,88479,45983,16128,21434,17566,928,D,,,1935,6718,0,既存先,自動車リース,1,当社受注,,1,ユーザー,5586.08,60,2.63%
906581,2025/5/20,宇都宮営業部,一般,ギフトシステムサーバー ML 30,E 製造業,1805610,21823.16,27992564,3678318,-438934,-410638,-495109,106193,476436,313704,670643,0,116475,9,既存先,一般リース,1,当社受注,,,銀行,2240,60,2.59%
933114,2025/7/18,宇都宮営業部,一般,フルカラー複合機,1卸売業・小売業,37380.71,2276,201255,35358,2300,1257,1447,1474,,1470,0,2418,l,8_2,既存先,一般リース,1,当社受注,,2,銀行,1111.1,72,4.16%
931214,2024/7/3,宇都宮営業部,一般,蒸気ボイラー,E 製造業,204888,141636,237038,55561,-6835,8548,9097,4717,1341,26391,0,13442,,8_1,新規先,一般リース,1,当社受注,,2,銀行,5872.5,60,2.68%
