ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
932719,2025/5/30,宇都宮営業部,自動車,日野プロフィア FS③,1卸売業・小売業,77.380956,,4341.478,162.455,14.157,11.329,6.394,12.52,60.3,84.286,30.748,1.265,11.313,5,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,17.3,60,2.50%
921315,2025/10/6,宇都宮営業部,自動車,いす※中古トラック（令和2年式）③,H 運輸業・郵便業,78.75,2.8077,6099.201,501.542,206.917,229.417,106.062,0,114.997,111.843,0,0.82,635.379,無格付,既存先,自動車リース,2,失注,その他（不成約）,2,銀行,20,60,
909170,2026/2/2,宇都宮営業部,自動車,いす”トラック③,H 運輸業・郵便業,165.999,0,2183.712,418.471,236.342,259.826,191.482,14.466,123.239,185.793,3.36,11.227,36.788,4,新規先,自動車リース,2,失注,実方法変更（流・自己資金）,2,銀行,8.629109,60,2.52%
917767,2026/2/13,宇都宮営業部,一般,オイルミスト用エアコン,E 製造業,38.609,0,193.083,82.23,23.05,21.788,21.578,,5.057,2.576,,2.45,5.733,無格付,既存先,一般リース,2,失注,携方法文更（開発・自己資金）,2,銀行,3.354,72,2.70%
908360,2025/9/8,宇都宮営業部,一般,クボタトラクター,D 建設業,1027.82,97.3418,3572.1,881.869,44.358,14.126,7.661,58.48,2.651,5.567,3.324,84.966,121.45,5,既存先,一般リース,2,失注,他社合（レート）,2,銀行,5.5152,60,3.51%
921315,2026/1/28,宇都宮営業部,自動車,いす※中古トラック（令和2年式）③,H 運輪業・郵便業,78.75,2.8077,6099.201,501.542,206.917,229.417,106.062,,114.997,111.843,,0.82,635.379,無格付,既存先,自動車リース,,失注,他社競合（レート）,2,銀行,17.5,60,2.45%
918621,2025/4/14,宇都宮営業部,自動車,日野 レンジャー GD,H 運輪業・郵便業,20,,182.224,34.454,0.258,8.425,8.21,1.235,3.902,5.592,,1.481,8.895,無格付,新規先,自動車リース,2,失注,実生方法変更（超売・自ご金）,2,銀行,9.75,60,2.89%
933885,2025/11/10,宇都宮営業部,自動車,キャラバン 5ドアバン 標準ルーフ,Rサービス業（他に分類されないもの）,1.002,,191.185,93.046,10.373,13.245,9.517,9.132,,11.19,,0.7,0.05,無格付,新規先,自動車リース,2,失注,他社競合（レート）,2,銀行,4.250227,60,3.50%
921000,2025/9/30,宇都宮営業部,自動車,ライズHE V,E 製造業,4.996,1.6088,316.186,80.249,19.684,20.085,15.879,1.061,1.376,0.244,,2.899,3.744,無格付,既存先,自動車リース,2,失注,,2,銀行,2.673062,60,2.59%
909170,2026/2/2,宇都宮営業部,自動車,いす”トラック③,H 運輸業・郵便業,165.999,,2183.712,418.471,236.342,259.826,191.482,14.466,123.239,185.793,3.36,11.227,36.788,4,新規先,自動車リース,2,失注,,2,銀行,8.629109,60,2.52%
976690,2025/11/19,宇都宮営業部,割賦,H27年製ブルドーザー,E 製造業,919.519454,63.43841,9847.763,1192.048,215.27,267.634,185.572,46.653,679.934,2862.065,71.899,43.606,154.274,2,既存先,割賦,2,失注,他社競合（レート）,2,銀行,30.8,60,2.51%
932749,2025/4/2,宇都宮営業部,一般,リア置きマニプレータ,E 製造業,332.05,,2949.485,385.971,90.049,124.591,-61.727,18.229,36.627,95.956,0.899,1.949,33.114,6,新規先,一般リース,2,失注,,,銀行,103.95,120,2.38%
934377,2026/2/3,宇都宮営業部,一般,メタルエステ,E 製造業,756.658,,5010.249,5.858,129.58,-76.429,4.644,,359.333,193.766,759.638,,66.455,無格付,新規先,一般リース,2,失注,他社競合（レート）,2,銀行,23.77,84,2.01%
924158,2026/2/3,宇都宮営業部,自動車,ボルボキャブ付シャーシ,D建設業,13.599,23.542,1332.044,226.313,21.809,47.301,37.48,14.065,68.16,92.94,,16.886,28.818,4,既存先,自動車リース,2,失注,他社競合〔レート）,2,銀行,20,60,2.52%
931346,2025/5/28,宇都宮営業部,一般,冷却設備機器,E製造業,1136.352,14.7833,17214.731,3183.649,-113.523,42.459,7.594,53.767,272.191,528.077,198.58,,53.545,要注意先,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,24.4,84,3.21%
912008,2026/1/19,宇都宮営業部,自動車,AURA G,E 製造業,201.23,9.711,1178.341,231.183,22.715,13.217,12.624,0.352,8.537,6.282,0.051,12.397,0,5,既存先,自動車リース,1,当社受注,,2,銀行,2.895682,60,3.56%
921315,2026/1/28,宇都宮営業部,自動車,いす”中古トラック（令和2年式） ③,H 運輸業・郵便業,78.75,2.8077,6099.201,501.542,206.917,229.417,106.062,,114.997,111.843,,0.82,635.379,無格付,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,9.7,60,2.45%
915126,2026/2/10,宇都宮営業部,自動車,レヴォーグ St i スポーツR EX,1卸売業・小売業,59.821,4.739,263.252,132.811,-5.192,-1.451,-2.434,,,4.87,,3.344,,9,既存先,自動車リース,,,,2,銀行,2.57091,48,2.83%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6.994,,335.837,84.96,1.981,40.271,36.966,15.848,,11.358,28.613,17.693,,5,既存先,一般リース,1,当社受注,,2,銀行,2.1683,60,2.52%
906939,2025/12/23,宇都宮営業部,自動車,レクサス UX300h,Rサービス業（他に分類されないもの）,1363.627,69.7713,6304.684,1228.607,515.12,464.979,262.385,201.522,268.108,427.509,335.666,37.644,8.945,9,既存先,自動車リース,1,当社受注,,2,銀行,4.6966,60,2.41%
914323,2026/1/30,宇都宮営業部,一般,キャノン複合機C3926F,1卸売業・小売業,3.487,10.7076,595.04,129.558,5.738,13.364,27.381,2.444,,7.535,,5.359,,無格付,既存先,一般リース,2,失注,他社験合（レート）,2,銀行,1.0214,60,3.00%
908360,2025/9/8,宇都宮営業部,一般,クボタトラクター,D建設業,1027.82,97.3418,3572.1,881.869,44.358,14.126,7.661,58.48,2.651,5.567,3.324,84.966,121.45,5,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,7.04,60,3.51%
915520,2025/5/14,宇都宮営業部,自動車,いす” ELFナロー（SG）,H 運輸業・郵便業,34.329,,407.997,342.173,-18.456,-17.591,-22.967,9.665,,7.853,,7.362,,無格付,既存先,自動車リース,2,失注,他社合（レート）,2,銀行,1.8,60,2.50%
914670,2026/1/21,宇都宮営業部,一般,スライサー,1卸売業・小売業,201.994,15.13958,7285.143,1242.363,27.998,44.928,44.731,50.017,,26.706,36.206,106.813,0,無格付,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,2.6965,60,2.77%
909170,2026/2/2,宇都宮営業部,自動車,いす”トラック③,H 運輸業・郵便業,165.999,0,2183.712,418.471,236.342,259.826,191.482,14.466,123.239,185.793,3.36,11.227,36.788,無格付,新規先,自動車リース,2,失注,他社合（レート）,2,銀行,14.961782,60,2.51%
908360,2025/9/8,宇都宮営業部,一般,クボタトラクター,D建設業,1027.82,97.3418,3572.1,881.869,44.358,14.126,7.661,58.48,2.651,5.567,3.324,84.966,121.45,5,既存先,一般リース,2,失注,他社競合（レート）,,銀行,7.037,60,3.52%
908802,2025/7/24,宇都宮営業部,自動車,レクサス 新型RX350h,D 建設業,13.487,0,710.216,145.018,31.973,34.432,21.61,0.431,6.603,131.532,-214.378,,4.847,4,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,7.152091,60,2.52%
921202,2025/12/22,宇都宮営業部,一般,再加熱キャビネット,p 医療・福祉,80.688,,819.092,726.94,6.72,25.137,18.295,39.722,,16.465,0,69.036,,要注意先,既存先,一般リース,1,当社受注,,2,銀行,1.0011,60,3.05%
