ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
977094,2025/7/4,宇都宮営業部,一般,複合機,Rサービス業（他に分類されないもの）,596429,27176,12154332,9179403,956444,1618673,857119,1071090,,242021,10225929,397482,,8_1,既存先,一般リース,1,当社受注,,2,銀行,442.2,60,4.11%
910097,2025/1/22,宇都宮営業部,自動車,ハイエース,Rサービス業（他に分類されないもの）,309369,26234.95,913956,891898,71905,61216,31228,11836,0,1645,431,50731,,,既存先,自動車リース,2,失注,他社競合（その他）,2,銀行,3460,60,2.51%
916873,2025/7/7,宇都宮営業部,一般,ホワイトボード電子化システム,D建設業,213049,6942,795107,85862,9227,5999,357,939,40952,185341,7300,2949,45158,8_2,既存先,一般リース,2,失注,奥週方営業（秋食・自己食金）,2,銀行,1600,60,4.53%
921434,2025/6/16,宇都宮営業部,自動車,クラウン クロスオーバー,D建設業,25984,101.6,176382,78756,-5233,-4836,-4919,0,0,18243,0,2994,0,,既存先,自動車リース,2,失注,■道方と営業（秋質・自己食金）,2,銀行,6597.91,60,3.55%
977094,2025/4/1,宇都宮営業部,一般,複合機,Rサービス業（他に分類されないもの）,596429,27176,12154332,9179403,956444,1618673,857119,1071090,,242021,10225929,397482,,8.1,既存先,一般リース,,失注,関連方出変更（賞・自己資金）,,銀行,6400,72,4.03%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス茶（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,127.552,60,2.70%
910084,2025/4/21,宇都宮営業部,一般,パソコン,1卸売業・小売業,63072,2479.2,1792004,176311,26382,26484,23475,5446,,1455,,3164,,,既存先,一般リース,1,当社受注,,2,銀行,1500,60,2.58%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,,既存先,一般リース,1,当社受注,,1,ユーザー,514.2,60,1.56%
913608,2025/4/10,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,20165,60,1.57%
909226,2025/5/9,宇都宮営業部,一般,冷凍庫,1卸売業・小売業,30000,7315.7,1670780,160292,-7860,2386,1736,10000,0,6519,0,4588,,5,既存先,一般リース,1,当社受注,,2,銀行,6485,60,2.52%
924118,2025/7/4,宇都宮営業部,一般,パルテ ドゥコンディショナー,E 製造業,194828,12447.88,683192,450550,-5841,-11786,-12131,40347,,35074,0,42920,,5,既存先,一般リース,1,当社受注,,,銀行,3384,60,3.36%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,278,60,1.51%
913608,2025/6/20,宇都宮営業部,一般,蓍備用端末機器,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,488,60,1.60%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,186.4,60,2.73%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,476,60,1.53%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス策（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,新規先,一般リース,1,当社受注,,1,ユーザー,80,60,2.83%
915241,2025/4/3,宇都宮営業部,自動車,NV 200,D 建設業,284817,4619.6,1189735,230718,32140,35466,20591,10052,0,5144,0,1685,1306,5,既存先,自動車リース,1,当社受注,,2,銀行,2314.009,84,3.27%
923675,2025/5/26,宇都宮営業部,自動車,日野 H29式,H 運輸業・郵便業,40506,17567,170629,28849,-4063,-2479,-3058,363,5660,5795,,4232,6551,,既存先,自動車リース,1,当社受注,,2,銀行,7835,60,4.02%
917276,2025/4/16,宇都宮営業部,一般,監視カメラシステム一式,Rサービス案（他に分類されないもの）,339333,71472.74,5240400,1919220,82921,84388,60132,52334,0,10649,1364,57416,,3,既存先,一般リース,1,当社受注,,2,銀行,12853.1,60,1.77%
905966,2025/4/24,宇都宮営業部,一般,パソコン,Rサービス業（他に分類されないもの）,20002,8541.7,726982,726982,3103,56457,43163,35920,U,14755,,12667,0,,既存先,一般リース,1,当社受注,,1,ユーザー,560,60,4.12%
931807,2025/6/16,宇都宮営業部,一般,レセコン,Rサービス薬（他に分類されないもの）,262000,4627.65,1146683,486013,26729,31237,7445,16323,D,2608,,42271,,3,既存先,一般リース,1,当社受注,,2,銀行,3550,60,1.91%
976567,2025/6/27,宇都宮営業部,一般,コーヒーマシン,1卸売業・小売業,180827,4992.2,684311,268663,9903,14083,13449,12385,,1803,7213,52293,0,5,既存先,一般リース,1,当社受注,,2,銀行,2025.196,60,3.20%
962286,2025/6/18,,一般,複合機,1卸売業・小売業,23799.717,,6161050,835535,99699,85747,62597,2419,0,0,,20834,,,既存先,一般リース,1,当社受注,,2,銀行,1160,60,3.05%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,271,60,1.53%
910765,2025/7/1,宇都宮営業部,自動車,スズキジムニーノマドFC,Rサービス業（他に分類されないもの）,176910,5910,151700,114507,18436,7248,5392,34046,,20116,,894,,8_1,既存先,自動車リース,1,当社受注,,2,銀行,2793.909,60,6.03%
917276,2025/4/16,宇都宮営業部,一般,POSシステム 道の駅町テラス日進,Rサービス業（他に分類されないもの）,339333,71472.74,5240400,1919220,82921,84388,60132,52334,,10649,1364,57416,,3,既存先,一般リース,1,当社受注,,2,銀行,47690,60,1.76%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,162,60,2.72%
962914,2025/7/23,宇都宮営業部,一般,複合機,D 建設業,4686000,55151.24,24447352,3733568,363085,1335672,1172801,92075,107906,9518,-2770810,56468,45238,,既存先,一般リース,1,当社受注,,2,銀行,331.5,60,3.40%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス案（他に分類されないもの）,379979,D,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,483,60,1.57%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,684,60,1.61%
930384,2025/1/30,宇都宮営業部,自動車,アルファードZ,H 運輸業・郵便業,82628,5657.3,375896,358256,18465,12070,8793,5250,0,,0,3865,,8_1,既存先,自動車リース,2,失注,,2,銀行,7124.227,60,4.21%
920534,2025/4/21,宇都宮営業部,自動車,ELF,H 運輪業・郵便業,79800,10657.5,299909,45925,1795,1174,1148,1485,17933,38170,,873,11095,,既存先,自動車リース,,失注,他社合（レート）,2,銀行,5502.11,60,
916412,2025/4/1,宇都宮営業部,一般,シュレッダー,E 製造業,0,,544082,298622,-184754,-125668,-126216,2098,,D,327,28543,,8_2,既存先,一般リース,2,失注,現場力法食業＜歌声・自己完金）,2,銀行,363.54,60,4.08%
926493,2024/9/24,宇都宮営業部,自動車,ユニック車,D建設業,3000,7706.4,639263,296924,116366,133803,52184,8471,9773,13323,6753,938,9999,,新規先,自動車リース,1,当社受注,,2,銀行,10853.21,60,2.80%
969307,2025/6/2,,一般,OES relaxオーダー,Rサービス業（他に分類されないもの）,10000,,266147,266147,33747,33926,22302,2752,,318,,13272,0,0,既存先,一般リース,2,失注,炭道方法変更（資・自己資金）,2,銀行,3300,60,
916412,2025/3/31,,一般,シュレッダー,E 製造業,,,544082,298622,-184754,-125668,-126216,2098,,,327,28543,,8_2,既存先,一般リース,2,失注,炭方法変更（発・己資金）,2,銀行,3200,60,4.54%
916412,2025/4/1,,一般,シュレッダー,E 製造業,,U,544082,298622,-184754,-125668,-126216,2098,0,,327,28543,,8.2,既存先,一般リース,2,失注,男方法変更（・己資金）,2,銀行,2965.3,60,4.02%
903682,2025/4/21,宇都宮営業部,一般,事務機器一式,Rサービス業（他に分類されないもの）,343126,13154.4,576222,463937,23046,19122,14504,28339,,3915,0,13589,,5,新規先,一般リース,1,当社受注,,2,銀行,6970,60,3.01%
916412,2025/3/31,宇都宮営業部,一般,複合機,E 製造業,,,544082,298622,-184754,-125668,-126216,2098,,,327,28543,,8_2,既存先,一般リース,2,失注,新宿方法変更（実・自己資金）,2,銀行,612.1,60,4.74%
916412,2025/3/31,宇都宮営業部,一般,複合機,E 製造業,0,,544082,298622,-184754,-125668,-126216,2098,,0,327,28543,,8_2,既存先,一般リース,2,失注,,2,銀行,836,60,4.69%
929040,2025/1/29,宇都宮営業部,自動車,三菱キャンター,D 建設業,5666,1076.4,364181,51120,-1411,-1099,-1995,4241,4524,14658,,3445,22549,0,既存先,自動車リース,,失注,鉄道方法変更（食・白完金）,,銀行,5231.966,84,2.58%
969307,2025/6/2,宇都宮営業部,一般,OES ソフトウェア,Rサービス業（他に分類されないもの）,10000,0,266147,266147,33747,33926,22302,2752,,318,0,13272,,0,既存先,一般リース,2,失注,設備見合せ（税込・延用）,,銀行,321,60,
