ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
913608,2025/4/10,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,25386,60,2.22%
921561,2025/5/1,宇都宮営業部,一般,質量計量式3種混合機,E 製造業,1920,18533.435,612271,55769,-5700,-5589,-5634,1319,18984,13738,19393,1072,792,3,既存先,一般リース,1,当社受注,,2,銀行,1660,84,3.09%
921072,2025/6/25,宇都宮営業部,割賦,プレハブ冷蔵庫,p 医療・福祉,157369,1320,197982,178617,1257,2461,2178,24506,,4837,1733,123,0,8_2,既存先,割賦,1,当社受注,,2,銀行,1198,60,3.64%
913608,2025/8/5,,一般,警備用端末機器,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,1162,60,2.19%
910117,2024/11/29,宇都宮営業部,自動車,三菱ファイターショートキャプ,E製造業,"21651,041",27632.2,878225,88207,33842,32984,24075,4489,6996,2890,35763,3615,198,5,既存先,自動車リース,1,当社受注,,2,銀行,7800,60,2.83%
906373,2025/6/19,宇都宮営業部,自動車,三菱スーパーグレート,H 運輸業・郵便業,278338,31384.4,525599,133249,45973,132343,62600,9449,39410,41934,29904,1275,,5,既存先,自動車リース,1,当社受注,,2,銀行,14200,60,2.62%
931462,2025/7/1,宇都宮営業部,自動車,ダイハツハイゼットトラック,Rサービス業（他に分類されないもの）,368598,2874,1024212,254914,8274,1781,4977,7883,93692,140883,178893,8553,43251,,既存先,自動車リース,1,当社受注,,2,銀行,1003.182,60,4.43%
923504,2025/6/20,宇都宮営業部,一般,プレハブ冷蔵庫,M 宿泊業・飲食サービス業,7865,3663.6,72581,49278,1319,1233,918,3095,0,,12717,5640,,,既存先,一般リース,1,当社受注,,2,銀行,750,60,4.56%
905966,2025/7/7,宇都宮営業部,自動車,インプレッサ,Rサービス業（他に分類されないもの）,20002,8541.7,726982,726982,3103,56457,43163,35920,,14755,,12667,,,既存先,自動車リース,1,当社受注,,2,銀行,3088.84,60,4.66%
913608,2025/8/5,宇都宮営業部,一般,防犯カメラシステム,Rサービス薬（他に分されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,382,60,2.16%
920947,2025/7/28,宇都宮営業部,一般,SOL IDWORKSライセンス,E 製造業,180570,9511.2,453495,105899,24720,32398,32106,11434,65657,166156,47340,2839,,8_2,既存先,一般リース,1,当社受注,,2,銀行,7599.264,60,3.92%
927260,2025/8/4,宇都宮営業部,自動車,スズキノアルトラパン,Rサービス業（他に分類されないもの）,16816,7812,261818,27652,-365,-745,36,270,9537,17873,,1460,4321,0,既存先,自動車リース,1,当社受注,,2,銀行,1653.127,60,3.26%
912038,2025/2/28,宇都宮営業部,一般,操作盤アップグレードパッケージ,E 製造業,62713,15096,803528,177965,42743,51635,36384,11115,4079,28417,479,817,2329,,既存先,一般リース,1,当社受注,,2,銀行,12000,60,2.99%
906403,2025/4/8,宇都宮営業部,自動車,クラウンエステート,D建設業,425210,12274.2,1218159,345853,59213,70810,5669,33225,,77016,0,17579,,5,既存先,自動車リース,1,当社受注,,2,銀行,7722.9,60,2.87%
901332,2025/8/20,,一般,カラープリンター,D 建設業,797000,3254.77,6773416,916748,377920,334002,232708,3163,28085,,-76184,29650,25540,,既存先,一般リース,1,当社受注,,2,銀行,251.68,48,2.77%
913608,2025/7/18,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,1,ユーザー,284.3,60,2.17%
929371,2025/6/23,宇都宮営業部,一般,PC,Rサービス薬（他に分類されないもの）,130346,4426.52,4942769,4826312,573955,596559,416974,30058,,78,1689,20855,D,,既存先,一般リース,1,当社受注,,2,銀行,255,48,3.29%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379979,0,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,2,既存先,一般リース,1,当社受注,,,ユーザー,513,60,1.55%
977094,2025/7/4,宇都宮営業部,一般,害家の筆,Rサービス業（他に分類されないもの）,596429,27176,12154332,9179403,956444,1618673,857119,1071090,,242021,-10225929,397482,,8.1,既存先,一般リース,1,当社受注,,2,銀行,359.5,60,4.13%
925443,2025/7/7,宇都宮営業部,一般,トラックスケール,E製造業,118880.7,3422,346905,187013,12195,11795,11724,13001,,22576,80,7040,0,8.1,新規先,一般リース,1,当社受注,,,銀行,3160,60,3.21%
913608,2025/6/20,宇都宮営業部,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379979,,11972858,3014881,805012,997707,657997,98294,631006,169873,1297205,121698,223165,,既存先,一般リース,1,当社受注,,1,ユーザー,180,60,2.73%
924372,2025/5/1,宇都宮営業部,一般,電話設備一式,E 製造業,5722,1869.2,97527,24705,1441,1322,2080,3115,1564,8807,475,175,138,0,既存先,一般リース,1,当社受注,,2,銀行,1400,72,4.51%
921413,2025/6/3,宇都宮営業部,一般,膜厚計,E 製造業,2860,2334.5,82526,312,-14737,-15743,-16937,187,4120,4597,,411,1038,0,既存先,一般リース,2,失注,現方法変更（脱費・自己貴金）,2,銀行,7180,60,3.53%
910097,2025/2/21,宇都宮営業部,自動車,Aud i Q8,Rサービス（他に分されないもの）,309369,26234.95,913956,891898,71905,61216,31228,11836,D,1645,431,50731,,,既存先,自動車リース,2,失注,荒方法更（費・自己資金）,2,銀行,13900,60,3.51%
919746,2025/6/20,宇都宮営業部,割賦,LED,p 医療・福祉,0,9350.3,2573891,2417115,-119787,-68370,-68370,129512,0,2723,,13131,,,既存先,割賦,2,失注,他社競合（その他）,2,銀行,28600,84,3.34%
