ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
913608,2025/12/17,,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.104,60,3.42%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.392,60,2.29%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.468,60,2.26%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.28,60,2.26%
925310,2025/12/4,,一般,トプコン GT-705,Rサービス業（他に分類されないもの）,3.328,8.4999,264.607,145.249,55.011,35.985,30.266,6.962,1.323,4.308,,3.087,2.71,4,既存先,一般リース,1,当社受注,,2,銀行,2.1,60,4.56%
910279,2025/12/9,,一般,複合機,D建設業,6,3.04934,1876.494,743.086,18.018,19.197,8.822,3.408,,,-19.062,45.039,,4,既存先,一般リース,1,当社受注,,1,ユーザー,0.3315,60,3.43%
962914,2025/12/9,,一般,複合機,D建設業,4686,55.15124,24447.352,3733.568,363.085,1335.672,1172.801,92.075,107.906,9.518,-2770.81,56.468,45.238,4,既存先,一般リース,1,当社受注,,1,ユーザー,1.326,60,3.43%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.156,60,3.36%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス案（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.28,60,2.26%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.2432,60,2.21%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス案（他に分されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,,ユーザー,0.13812,60,3.38%
901191,2025/11/21,,一般,AED一式,D 建設業,124.237,6.6618,2548.869,1039.954,163.838,163.795,97.702,36.383,,,17.974,55.053,,無格付,既存先,一般リース,1,当社受注,,2,銀行,0.3953,60,2.55%
921223,2025/7/24,,一般,電話設備一式,Rサービス業（他に分類されないもの）,291.658,1.97345,8908.858,1245.643,126.331,193.615,128.925,17.929,,28.402,0,181.814,,無格付,既存先,一般リース,1,当社受注,,2,銀行,3.33,60,2.44%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.092648,60,3.36%
924409,2025/6/20,,自動車,ヴェルファイア,Rサービス業（他に分類されないもの）,42.772,,815.423,140.06,28.03,2.023,2.037,4.624,,27.545,0,9.949,,要注意先,既存先,自動車リース,2,失注,他社合（レート）,2,銀行,8.204436,60,4.09%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス案（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.22,60,2.25%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,,ユーザー,0.23,60,2.23%
932591,2025/7/31,,自動車,三菱ふそう ファイター,D 建設業,32.18,3.1752,281.199,34.773,9.552,7.231,7.017,1.218,7.759,7.092,0.097,2.348,25.651,無格付,既存先,自動車リース,1,当社受注,,2,銀行,3.418182,60,5.01%
901331,2025/12/9,,一般,複合機,D建設業,,1.49986,5745.221,800.369,226.63,189.732,134.055,6.203,5.982,,-146.097,15.75,13.157,4,既存先,一般リース,1,当社受注,,1,ユーザー,0.3315,60,3.43%
901870,2025/12/9,,一般,複合機,1卸売業・小売業,726.964,0.89429,5947.306,300.391,67.797,62.308,38.595,2.414,30.03,704.278,-243.298,5.595,6.403,4,既存先,一般リース,1,当社受注,,1,ユーザー,0.378,60,3.61%
913608,2025/10/20,,一般,蓍備用端末機器,Rサービス業（他に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,25.369,60,2.24%
933864,2025/11/6,,自動車,プロボックス,D 建設業,3.667998,,59.52,18.811,-7.309,-7.436,-7.517,0.764,0.206,,0.091,,,2,既存先,一般リース,1,当社受注,,2,銀行,2.144073,60,3.50%
913608,2025/10/20,,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.415,60,2.29%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（絵に分類されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.28,60,2.26%
918942,2025/11/10,,割賦,油圧ショベル,D建設業,112.482,3.8997,735.863,85.863,3.147,1.537,0.94,0.962,31.673,84.554,24.492,5.07,18.777,無格付,既存先,割賦,1,当社受注,,2,銀行,7,60,2.64%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.955,60,2.25%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.418,60,2.20%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス案（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,,ユーザー,0.2132,60,2.25%
905966,2025/12/1,,自動車,ノート,Rサービス業（他に分類されないもの）,20.002,8.5417,726.982,726.982,3.103,56.457,43.163,35.92,,14.755,0,12.667,,無格付,既存先,自動車リース,1,当社受注,,,銀行,2.1119,60,4.66%
950198,2025/2/17,,一般,電解研削盤E MG 52 -K,E 製造業,187.363,121.4391,3815.812,632.221,256.313,285.271,201.053,12.477,112.612,245.077,45.887,5.76,105.645,2,既存先,一般リース,1,当社受注,,2,銀行,36,84,2.26%
962914,2025/12/9,,一般,複合機,D建設業,4686,55.15124,24447.352,3733.568,363.085,1335.672,1172.801,92.075,107.906,9.518,2770.81,56.468,45.238,4,既存先,一般リース,1,当社受注,,1,ユーザー,0.25168,48,3.70%
908805,2025/6/25,,自動車,新型カローラツーリング,1卸売業・小売業,330.476076,8.4003,3577.826,501.783,7.653,28.177,18.74,11.579,,0.292,7.167,18.006,0,5,既存先,自動車リース,1,当社受注,,2,銀行,2.264018,60,2.87%
913608,2025/11/21,,一般,防犯カメラ,Rサービス業（他に分額されないもの）,379.979,0,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.42,60,2.26%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス（他に分類されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,2,既存先,一般リース,1,当社受注,,1,ユーザー,0.194,60,3.40%
920281,2025/11/26,,一般,電気配線用マルチプリンター,E 製造業,37.044,2.7342,211.679,64.909,33.456,36.019,26.325,0.071,9.287,3.492,-0,0,10.187,無格付,既存先,一般リース,1,当社受注,,2,銀行,0.65,60,3.26%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス薬（他に分されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.455,60,2.26%
913608,2025/11/21,,一般,防犯カメラシステム,Rサービス業（他に分顔されないもの）,379.979,,11972.858,3014.881,805.012,997.707,657.997,98.294,631.006,169.873,1297.205,121.698,223.165,無格付,既存先,一般リース,1,当社受注,,1,ユーザー,0.445,60,2.26%
