ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
921000,2025/9/30,宇都宮営業部,自動車,ライズHE V,E 製造業,4996,1608.8,316186,80249,19684,20085,15879,1061,1376,244,0,2899,3744,,既存先,自動車リース,1,当社受注,,2,銀行,3929.889,60,2.56%
933352,2025/12/4,宇都宮営業部,自動車,ダイナ 1t,1卸売業・小売業,3332,,439619,84162,9726,13366,11374,6302,,5951,,3495,,0,新規先,自動車リース,2,失注,他社競合（レート）,2,銀行,4433.018,60,
923797,2025/9/24,宇都宮営業部,一般,軟水装置,E 製造業,2318,1811.3,251592,61540,-6511,784,5645,2376,9489,36034,285,6300,4810,0,既存先,一般リース,2,失注,現造方法変更（実・月ご貴金）,2,銀行,3670,60,3.42%
921202,2025/10/6,宇都宮営業部,一般,再加熱キャビネット,p 医療・福祉,80688,,819092,726940,6720,25137,18295,39722,,16465,0,69036,,8_1,既存先,一般リース,2,失注,現道方文業（北実・口ご金）,2,銀行,1704,60,2.87%
908955,2025/5/19,宇都宮営業部,一般,油圧ショベル,D 建設業,13998,999.7,394326,139118,-18221,1491,15548,18863,12880,31844,13785,2059,11499,6,既存先,一般リース,2,失注,他社競合（その他）,2,銀行,25500,96,
912598,2025/12/26,宇都宮営業部,自動車,三菱 スーパーグレート,H 運輸業・郵便業,102666,5222,761203,48127,-19762,-19482,-15404,614,15893,98888,51092,455,4371,9,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,15310,84,2.61%
910261,2025/12/11,宇都宮営業部,一般,透析用水作製装置,p 医療・福祉,88830,3401.34,2938859,2403060,41571,47707,39368,84582,0,0,2987,124438,,4,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,11200,72,2.20%
915301,2025/12/17,宇都宮営業部,一般,ESシステムー式 ①,1卸売業・小売業,100460,820.1,2489592,891048,141275,141040,90932,26706,,,13654,32981,,8_1,既存先,一般リース,,失注,無車方法（雑実・自己実金）,2,銀行,575.5,60,3.56%
923484,2025/12/12,宇都宮営業部,自動車,トヨタハイエースパン,D建設業,367886,27985.9,2088561,365999,71345,58118,30540,16569,18251,37752,,10074,21026,4,既存先,自動車リース,,当社受注,,2,銀行,3479.973,60,2.74%
933837,2025/11/4,宇都宮営業部,自動車,三菱 デリカ D：5,E 製造業,37500,,489348,97459,20988,25105,18866,,10529,12079,0,5951,3097,2,新規先,自動車リース,1,当社受注,,2,銀行,5520.608,60,2.52%
932749,2025/12/24,宇都宮営業部,割賦,リア置きマニプレータ,E製造業,332050,,2949485,385971,90049,124591,-61727,18229,36627,95956,899,1949,33114,9,新規先,割賦,1,当社受注,,2,銀行,13500,84,2.51%
926020,2025/12/10,宇都宮営業部,自動車,メルセデスベンツG450d,H 運粉業・郵便業,35326,0,140582,140582,231,728,-1615,5870,,8396,0,8762,0,5,新規先,自動車リース,,失注,他社競合（その他）,2,銀行,21355.052,60,2.50%
933151,2025/6/24,宇都宮営業部,一般,ボール盤NC,E 製造業,5656,0,378832,16736,-11268,5291,5210,351,6846,20872,0,771,185,8_1,新規先,一般リース,2,失注,設費役資見合せ（第湯・読縮）,2,銀行,4780,84,3.24%
919646,2025/12/17,宇都宮営業部,自動車,日産 ルークス,Rサービス業（他に分額されないもの）,2269,2302.5,37018,33518,3397,3670,2837,3800,,3918,0,3560,967,0,既存先,自動車リース,,当社受注,,2,銀行,1991.827,36,3.67%
915301,2025/12/17,宇都宮営業部,一般,ESシステム一式 ①,1卸売業・小売業,100460,820.1,2489592,891048,141275,141040,90932,26706,,0,13654,32981,0,8_1,既存先,一般リース,2,失注,長崎方法変更（貴・自己貴金）,2,銀行,575.5,60,3.56%
925134,2025/10/23,宇都宮営業部,自動車,フォークリフト,D 建設業,38364,,1303143,92814,17424,10834,10834,18498,18215,53494,25464,817,192,0,新規先,自動車リース,1,当社受注,,2,ユーザー,3780,60,2.31%
931210,2025/9/18,宇都宮営業部,一般,真空ポンプ,E 製造業,60600,1814.4,460613,25303,-5821,6887,5869,583,7435,15686,0,2226,0,9,既存先,一般リース,1,当社受注,,2,銀行,1680,84,2.61%
923484,2025/12/12,宇都宮営業部,自動車,トヨタハイエースバン,D 建設業,367886,27985.9,2088561,365999,71345,58118,30540,16569,18251,37752,0,10074,21026,4,既存先,自動車リース,1,当社受注,,2,銀行,3479.973,60,2.73%
906939,2025/11/17,宇都宮営業部,自動車,レクサス UX300h,Rサービス業（他に分類されないもの）,1363627,69771.3,6304684,1228607,515120,464979,262385,201522,268108,427509,335666,37644,8945,9,既存先,自動車リース,1,当社受注,,2,銀行,9340,60,2.13%
917226,2025/9/25,宇都宮営業部,割賦,全自動錠剤分包機,p 医療・福祉,479312,3227.75,2941439,2641246,4566,35927,22172,168609,,479,112618,111664,0,,既存先,割賦,1,当社受注,,2,銀行,9100,84,2.57%
914531,2025/8/29,宇都宮営業部,一般,サーバー一式,E 製造業,1511292,8318.8,4433302,2621364,124497,40910,23444,97294,87726,179282,704,24557,8066,8_2,既存先,一般リース,,当社受注,,2,銀行,14906.5,60,5.00%
934025,2025/12/4,宇都宮営業部,一般,チラーユニット,E 製造業,50185,0,948040,162950,83948,83782,73548,3532,17775,12768,1243,3388,7562,2,新規先,一般リース,1,当社受注,,2,銀行,4717.4,60,2.76%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6994,0,335837,84960,1981,40271,36966,15848,D,11358,28613,17693,,5,新規先,一般リース,1,当社受注,,2,銀行,2207.7,60,2.57%
950239,2025/10/23,宇都宮営業部,一般,高速自動値付ラベラー,1卸売業・小売業,295241,16550.3,3016912,598030,23197,9012,28171,21043,15572,54694,1192,67271,12103,5,既存先,一般リース,1,当社受注,,2,銀行,2380,84,2.85%
930299,2025/9/25,宇都宮営業部,自動車,新型プリウスG,D 建設業,7500,,396498,138019,31347,40377,10296,5314,9368,12951,2216,62,1062,,新規先,自動車リース,1,当社受注,,2,銀行,3258.99,60,3.05%
916085,2025/11/25,宇都宮営業部,一般,温水高圧洗浄機,E 製造業,243960,6059.1,1771545,931198,580255,583261,400134,25606,,16964,0,15508,0,,既存先,一般リース,1,当社受注,,2,銀行,2802,60,2.25%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6994,0,335837,84960,1981,40271,36966,15848,0,11358,28613,17693,l,5,既存先,一般リース,1,当社受注,,2,銀行,1042.3,60,2.67%
933767,2026/1/9,宇都宮営業部,一般,クライアントPC,p 医療・福祉,6994,,335837,84960,1981,40271,36966,15848,D,11358,28613,17693,,5,既存先,一般リース,1,当社受注,,2,銀行,270,60,2.73%
934233,2026/1/14,宇都宮営業部,一般,複合機,H 運輸業・郵便業,38361,0,408764,385930,13440,11760,11550,9410,,7006,0,1728,,,新規先,一般リース,1,当社受注,,2,銀行,670.909,60,3.94%
933978,2025/12/1,宇都宮営業部,一般,スライドソー,D 建設業,33000,0,476891,49892,-1340,21399,616,,11224,24348,149,4200,2101,5,新規先,一般リース,2,失注,鉄方法次更〔資・自己資生）,2,銀行,16212.2,84,2.50%
918557,2025/10/22,宇都宮営業部,一般,KARECARTEソフト,Rサービス業（他に分類されないもの）,15324,,273618,262232,-38554,-40782,-40947,23639,,,,4043,,8_2,新規先,一般リース,2,失注,他社競合（レート）,2,銀行,1269,60,7.28%
921608,2025/12/11,宇都宮営業部,自動車,三菱 スーパーグレード,H 運輸業・郵便業,44989,15614.4,1551253,183686,114407,115938,70723,1691,18227,34299,,62,158755,,既存先,自動車リース,1,当社受注,,2,銀行,14900,60,2.13%
910805,2025/10/2,宇都宮営業部,一般,回転式たててすり,p 医療・福祉,714028,2091,549971,549971,1399,-9804,-9804,64125,0,,13403,4462,,,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,229.8,60,5.24%
932719,2025/3/26,宇都宮営業部,自動車,日野プロフィア FS③,1卸売業・小売業,77380.956,,4341478,162455,14157,11329,6394,12520,60300,84286,30748,1265,11313,,新規先,自動車リース,2,失注,他社競合（レート）,2,銀行,12000,60,2.57%
931037,2025/11/11,宇都宮営業部,一般,コマツ油圧ショベル,E製造業,426869,0,4923840,1261635,204144,188786,135976,9687,137476,386924,8169,23053,53452,2,新規先,一般リース,2,失注,他社競合（レート）,2,銀行,26000,60,2.51%
929801,2025/9/24,宇都宮営業部,一般,事務コン,E 製造業,13964,1254.6,45116,17490,217,986,845,890,1481,,419,2633,,8_2,既存先,一般リース,2,失注,設費投資見合せ（週・紙物）,2,銀行,1250,60,3.51%
906081,2025/2/3,宇都宮営業部,一般,全身用X線CT装置,p 医療・福祉,11650,0,161456,161456,881,1457,1376,4294,,40482,-53535,8167,,0,既存先,一般リース,,失注,他社合（レート）,2,銀行,1500,60,
930107,2025/9/29,宇都宮営業部,自動車,クラウン スポーツ HEV,H 運輸業・郵便業,10000,0,246967,55268,7981,7818,7187,2096,11766,7292,318,627,8871,,新規先,自動車リース,2,失注,他社合（レート）,,銀行,8750,60,2.52%
922915,2025/9/24,宇都宮営業部,自動車,ミニキャブバン,E 製造業,40479,,261084,70271,15437,19085,-1125,3063,2398,89,1204,3078,311,,新規先,自動車リース,2,失注,設費は食見合せ（調湯・延期）,2,銀行,2023.845,60,2.52%
929801,2025/9/24,宇都宮営業部,一般,事務コン,E製造業,13964,1254.6,45116,17490,217,986,845,890,1481,,419,2633,,8_2,新規先,一般リース,2,失注,,2,銀行,600,60,3.62%
931370,2025/8/5,宇都宮営業部,一般,ミニバックホー,D 建設業,39159,,138154,44231,6503,4208,3456,1425,2930,8000,,,1200,0,新規先,一般リース,2,失注,調方に変更（社費・自己貴金）,2,銀行,4400,72,2.81%
931987,2025/4/15,宇都宮営業部,一般,上下面サンダー機械,E 製造業,24916,9555.9,373436,183472,9616,9715,7677,4443,,1994,,7514,,,既存先,一般リース,2,失注,,2,銀行,25520,96,2.50%
