取引先ID,審査日,企業名,業種大分類,業種小分類,取引区分,営業担当部署,紹介元,検収時期(年),リース期間(月),取得価格(百万円),物件ID（任意）,物件名（任意）,物件スコア（任意）,競合状況,競合提示金利(%),競合他社名,契約種別,売上高(百万円),売上総利益(百万円),営業利益(百万円),経常利益(百万円),当期純利益(百万円),純資産(百万円),総資産(百万円),機械装置(百万円),その他資産(百万円),減価償却費(百万円),減価償却累計(百万円),支払リース料(百万円),地代家賃(百万円),銀行借入(百万円),リース残高(百万円),契約件数,格付,定性_設立経営年数,定性_顧客安定性,定性_返済履歴,定性_事業将来性,定性_設備目的,定性_メイン取引銀行,強みタグ,担当者直感スコア(1-5),特記事項,最終結果,データ登録日,見積提示日,顧客反応日,結果日,獲得レート(%),基準金利(%),失注理由,競合他社,承認条件,結果登録メモ
953038,2025-05-16,0,p 医療・福祉,0,既存先,宇都宮営業部,その他,2025,48,0.2766,0,アルト （H28年式）,0,0,0,0,一般,654.408,560.549,-98.231,-80.916,-81.15,0,0,12.088,0.125,22.494,0,19.953,0,0,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,4.51,0,0,0,0,0
930778,2025-06-03,0,H 運輸業・郵便業,0,新規先,宇都宮営業部,銀行紹介,2025,36,4.907273,0,中古フォワード 8トン冷蔵車,0,0,0,0,自動車,82.861,16.682,2.911,1.718,1.268,0,0,46.006,0,0,19.313,2.265,10.771,46.19,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.01,0,黒達方法変更（賃・己責書）,0,0,黒達方法変更（賃・己責書）
930597,2025-05-09,0,Rサービス案（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,108,11.818182,0,クボタ コンバイン,0,0,0,0,自動車,20.25,6.453,-6.833,-7.056,-7.266,0,0,20.55,7.415,3.161,3.84,0.137,0,37.219,4.6892,0,6,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,5.00,0,0,0,0,0
907223,2025-06-18,0,E 製造業,0,既存先,宇都宮営業部,その他,2025,72,2.7,0,本社事務所電話機入替,0,0,0,0,一般,400.93,91.184,-20.892,-15.038,-16.052,0,0,31.69,3.081,3.57,10.984,0.635,5.518,14.264,0,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.78,0,0,0,0,0
906581,2025-04-24,0,E 製造業,0,既存先,0,銀行紹介,2025,60,7.978,0,サーバー TX1330,0,0,0,0,一般,27992.564,3678.318,-438.934,-410.638,-495.109,0,0,313.704,670.643,106.193,476.436,0,116.475,1805.61,21.82316,0,6,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.29,0,0,0,0,0
905937,2025-05-30,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,1.815,0,セキュリティーシステム,0,0,0,0,一般,1109.079,335.188,166.357,163.447,143.06,0,0,23.337,0,7.667,17.981,9.723,0,50,1.8525,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.63,0,0,0,0,0
931040,2025-03-17,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2025,60,6.309655,0,ランドクルーザー250 VX,0,0,0,0,自動車,572.078,447.672,6.186,20.814,27.331,0,0,209.581,0,61.74,0,3.992,0,372.09,30.103,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.01,0,0,0,0,0
924647,2025-04-03,0,Rサービス案（他に分類されないもの）,0,新規先,宇都宮営業部,銀行紹介,2025,60,27.3,0,スーパーグレート 脱着装置付コンテナ専用車,0,0,0,0,自動車,424.688,424.688,11.854,14.517,13.965,0,0,57.368,69.466,50.784,0,7.932,0,79.574,26.391,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.04,0,0,0,0,0
921100,2025-02-28,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2025,60,2.6,0,フォークリフト（北利根倉庫No.22）,0,0,0,0,一般,1320.806,226.953,36.626,53.4,87.754,0,0,8.851,94.985,21.368,54.916,5.862,114.791,20,2.7484,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.68,0,0,0,0,0
926998,2025-05-26,0,p医療・福祉,0,既存先,宇都宮営業部,その他,2025,48,2.131748,0,トヨタシエンタ（R2年式 福祉車両）,0,0,0,0,一般,177.26,177.26,6.492,0.771,0.771,0,0,0,0,22.627,0,0,0,94.432,8.6184,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.52,0,0,0,0,0
910623,2025-04-14,0,H 運輸業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,60,23.85,0,日野プロフィア バン冷凍直結式,0,0,0,0,自動車,6075.224,744.341,156.83,168.444,182.303,0,0,67.594,0,21.199,149.269,4.084,765.095,2883.395,266.9395,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.91,0,0,0,0,0
905938,2025-05-30,0,1卸売業・小売業,0,新規先,宇都宮営業部,銀行紹介,2025,60,2.441,0,セキュリティーシステム,0,0,0,0,一般,1176.33,195.283,82.03,80.584,55.359,0,0,9.512,0,6.487,0,7.687,0,10,2.4909,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.56,0,0,0,0,0
909276,2025-05-28,0,Rサービス業（他に分されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,84,1.08,0,電話設備 $3,0,0,0,0,一般,114.333,114.333,-51.947,-52.606,-52.642,0,0,3.564,0.11,2.673,0,16.695,0,44.632,3.6969,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.55,0,0,0,0,0
910071,2024-05-17,0,E 製造業,0,既存先,宇都宮営業部,その他,2024,60,15.45,0,AP無煙焼却炉,0,0,0,0,一般,1380.514,161.185,26.119,32.121,20.499,0,0,6.802,0,0.063,5.007,3.413,11.56,0.05,19.4225,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.21,0,0,0,0,0
908945,2024-11-12,0,H 運輸業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2024,84,18.29,0,GIGA25,0,0,0,0,自動車,1081.692,166.918,31.224,21.906,19.774,0,0,0.266,208.647,30.789,47.728,1.082,13.079,30,34.8987,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.21,0,0,0,0,0
920425,2025-04-23,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,4.4,0,生コンクリート品質管理システム ソフトウェア,0,0,0,0,一般,2582.972,914.609,138.238,143.204,99.736,0,0,734.152,-838.155,35.156,0,235.796,0,10,6.0832,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.53,0,0,0,0,0
921100,2025-05-14,0,Rサービス案（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2025,60,7.111,0,いす”フォワードR3年車,0,0,0,0,自動車,1320.806,226.953,36.626,53.4,87.754,0,0,8.851,94.985,21.368,54.916,5.862,114.791,20,2.7484,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.10,0,0,0,0,0
961744,2024-09-20,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2024,72,48.181818,0,SC-100T,0,0,0,0,一般,714.713,220.966,20.061,21.812,21.427,0,0,182.602,6.646,5.341,59.075,10.696,42.83,43.322,5.61,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.71,0,0,0,0,0
932330,2025-01-20,0,Rサービス業（他に分類されないもの）,0,新規先,宇都宮営業部,銀行紹介,2025,60,3.219409,0,ハイエースWG GL 10ニン 4ドア,0,0,0,0,自動車,97.543,84.494,-2.808,4.568,3.664,0,0,3.142,0,4.007,0,2.987,0,12,3.5568,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.84,0,0,0,0,0
901441,2025-06-10,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2025,84,5.825,0,ヤマハ G31-APs 5人乗りゴルフカー 5台,0,0,0,0,一般,604.998,543.199,-22.596,47.601,33.849,0,0,1.298,0.778,14.394,0,15.084,0,119.966,75.18237,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.50,0,0,0,0,0
930499,2025-01-20,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,60,2.8,0,防犯カメラシステム,0,0,0,0,一般,1350.897,1350.897,155.788,186.459,420.375,0,0,0.31,4.283,70.99,0,0,0,14.475,6.8965,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.82,0,0,0,0,0
924867,2025-05-30,0,E 製造業,0,新規先,宇都宮営業部,銀行紹介,2025,72,2.3,0,防犯カメラ,0,0,0,0,一般,436.848,90.544,26.346,27.169,18.317,0,0,3.043,0,4.789,15.862,2.287,12.455,29.5,2.4702,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.56,0,0,0,0,0
909276,2025-05-28,0,Rサービス業（他に分類されないもの）,0,新規先,宇都宮営業部,銀行紹介,2025,60,2.3412,0,パソコン Mat e タイプML,0,0,0,0,一般,114.333,114.333,-51.947,-52.606,-52.642,0,0,3.564,0.11,2.673,0,16.695,0,44.632,3.6969,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.29,0,0,0,0,0
908579,2025-05-02,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2025,60,1.131736,0,ダイハツ ミライース ①,0,0,0,0,自動車,146.47,140.862,-19.874,-21.401,-21.473,0,0,0,0,0,0,14.172,0,11,0,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.95,0,0,0,0,0
950272,2025-04-04,0,E 製造業,0,既存先,宇都宮営業部,その他,2025,60,0.699043,0,パソコン W5-2555X,0,0,0,0,一般,205.216,-4.296,-40.431,-28.668,-29.054,0,0,42.201,0,0,16.765,0.467,7.76,125.958,34.2383,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.08,0,0,0,0,0
904797,2025-04-25,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,72,7.538409,0,新型ランドクルーザー ZX,0,0,0,0,自動車,41.991,41.991,-1.246,-1,-2.729,0,0,17.498,0,0,0,1.571,0,18.4075,1.545,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.52,0,他社競合（レート）,0,0,他社競合（レート）
920524,2025-01-15,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2025,60,1.6,0,LED照明,0,0,0,0,割賦,160.853,59.106,0.839,0.139,0.139,0,0,0.727,-11.349,0.273,0,6.365,0,7.459,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,4.67,0,0,0,0,0
925225,2025-03-17,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,0.1637,0,モノクロプリンタ P 6510M,0,0,0,0,一般,1078.294,261.512,38.978,28.647,13.168,0,0,7.528,17.461,6.297,6.385,14.661,1.923,412.5,19.9012,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.65,0,他社競合（レート）,0,0,他社競合（レート）
908579,2025-05-02,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2025,60,1.131736,0,ダイハツ ミライース ①,0,0,0,0,一般,146.47,140.862,-19.874,-21.401,-21.473,0,0,0,0,0,0,14.172,0,11,0,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.95,0,0,0,0,0
950535,2025-01-14,0,D建設業,0,既存先,宇都宮営業部,銀行紹介,2025,60,18,0,油圧ショベルPC138US-11,0,0,0,0,割賦,1212.014,137.981,58.296,61.026,29.121,0,0,29.798,0.495,1.754,60.845,4.464,44.45,24.82,12.9173,0,3,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,1.80,0,他社競合（レート）,0,0,他社競合（レート）
941595,2025-02-14,0,H 運輸業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,60,1.99,0,フォークリフト,0,0,0,0,一般,1139.299,293.168,48.959,51.44,22.506,0,0,2.843,0,3.527,57.979,6.585,63.114,278.083,70.4904,0,9,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.06,0,他社競合（レート）,0,0,他社競合（レート）
925225,2025-03-17,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,4.03201,0,モノクロプリンタ P6510M,0,0,0,0,一般,1078.294,261.512,38.978,28.647,13.168,0,0,7.528,17.461,6.297,6.385,14.661,1.923,412.5,19.9012,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.55,0,他社競合（レート）,0,0,他社競合（レート）
908579,2025-05-02,0,Rサービス（他に分されないもの）,0,既存先,宇都宮営業部,その他,2025,60,1.131736,0,ダイハツ ミライース ③,0,0,0,0,自動車,146.47,140.862,-19.874,-21.401,-21.473,0,0,0,0,0,0,14.172,0,11,0,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.95,0,0,0,0,0
910406,2025-03-31,0,H 運輸業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,36,21.32,0,ダンプ,0,0,0,0,自動車,194.042,41.62,4.008,9.805,4.503,0,0,19.349,0,0.937,9.171,0.15,0.443,33.501,6.1006,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.52,0,0,0,0,0
904797,2025-04-28,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,72,7.538409,0,新型ランドクルーザー ZX,0,0,0,0,自動車,41.991,41.991,-1.246,-1,-2.729,0,0,17.498,0,0,0,1.571,0,18.4075,1.545,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.51,0,他社競合（レート）,0,0,他社競合（レート）
950535,2025-01-14,0,D建設業,0,既存先,宇都宮営業部,銀行紹介,2025,60,13.3,0,油圧ショベルPC78US-11,0,0,0,0,割賦,1212.014,137.981,58.296,61.026,29.121,0,0,29.798,0.495,1.754,60.845,4.464,44.45,24.82,12.9173,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,1.80,0,他社競合（レート）,0,0,他社競合（レート）
932934,2025-05-19,0,E 製造業,0,新規先,宇都宮営業部,銀行紹介,2025,60,8.28399,0,セルフ機断裁機 製本機他,0,0,0,0,一般,215.424,98.536,48.11,49.254,34.464,0,0,3.21,0,1.862,1.73,1.854,0,47.317,0,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.36,0,0,0,0,0
906941,2025-04-23,0,D 建設業,0,既存先,宇都宮営業部,その他,2025,60,3.61,0,HP デスクトップパソコン,0,0,0,0,一般,3336.853,1494.932,333.786,262.608,219.941,0,0,25.95,63.586,256.251,235.217,82.575,89.065,565.558584,1.2696,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.51,0,0,0,0,0
909556,2025-01-22,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2025,60,3.123982,0,ハイエースパン DX G L①,0,0,0,0,自動車,556.66,197.189,50.121,54.932,26.931,0,0,0.297,0,5.322,0,3.14,0,50,11.5552,0,3,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.46,0,0,0,0,0
910623,2025-04-14,0,H 運輪業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,60,23.85,0,日野ブロフィア バン冷凍直結,0,0,0,0,一般,6075.224,744.341,156.83,168.444,182.303,0,0,67.594,0,21.199,149.269,4.084,765.095,2883.395,266.9395,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.91,0,0,0,0,0
989398,2024-11-06,0,E 製造業,0,既存先,宇都宮営業部,その他,2024,60,3.194986,0,ヤリスクロス Z,0,0,0,0,自動車,926.507,226.447,-89.478,-41.329,-36.398,0,0,65.061,28.238,0.883,27.574,17.386,32.071,249.167,23.0421,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.41,0,0,0,0,0
910623,2025-04-14,0,H 運輪業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,60,23.85,0,日野ブロフィア バン冷凍直結,0,0,0,0,自動車,6075.224,744.341,156.83,168.444,182.303,0,0,67.594,0,21.199,149.269,4.084,765.095,2883.395,266.9395,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.91,0,0,0,0,0
906941,2025-04-23,0,D 建設業,0,既存先,宇都宮営業部,その他,2025,60,3.1379,0,HP デスクトップパソコン,0,0,0,0,一般,3336.853,1494.932,333.786,262.608,219.941,0,0,25.95,63.586,256.251,235.217,82.575,89.065,565.558584,1.2696,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.57,0,0,0,0,0
950134,2024-11-25,0,E製造業,0,既存先,宇都宮営業部,その他,2024,60,2.55,0,トヨタエンジンフォークリフト,0,0,0,0,一般,1252.39,218.871,76.76,87.13,57.839,0,0,37.153,0,5.637,23.013,1.164,0.024,302.378,5.676,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.06,0,0,0,0,0
931040,2025-03-04,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2025,60,20,0,油圧ショベルPC210-12,0,0,0,0,割賦,572.078,447.672,6.186,20.814,27.331,0,0,209.581,0,61.74,0,3.992,0,372.09,30.103,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.80,0,0,0,0,0
932882,2025-05-09,0,H 運輸業・郵便業,0,新規先,宇都宮営業部,銀行紹介,2025,60,1.07028,0,カラー複合機,0,0,0,0,一般,246.326,103.852,9.38,17.945,13.741,0,0,2.355,0,1.877,0,6.382,0,10,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.78,0,0,0,0,0
924989,2025-03-27,0,E 製造業,0,既存先,0,銀行紹介,2025,60,1.4,0,ニチユバッテリーフォークリフト 新型ブラッター,0,0,0,0,割賦,2920.006,387.549,175.217,208.433,142.434,0,0,38.134,0,12.158,14.173,0.34,12.826,95,5.3532,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.96,0,0,0,0,0
902330,2024-12-04,0,D 建設業,0,既存先,宇都宮営業部,銀行紹介,2024,61,0.9,0,油圧式Bロック 室戸鉄工所製 ②,0,0,0,0,割賦,1302.672,304.06,-58.085,5.33,5.546,0,0,368.849,0,28.071,82.018,3.374,128.719,136.662,47.77972,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.95,0,0,0,0,0
927582,2024-09-30,0,E 製造業,0,新規先,宇都宮営業部,銀行紹介,2024,60,12.9,0,本社電話設備リプレイス,0,0,0,0,一般,16729.412,3577.264,635.4,718.291,480.317,0,0,907.663,0,25.553,426.625,245.781,0,480.42,16.174,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,135,0,0,0,0,0
941595,2025-02-17,0,H 運輪業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,96,12.7881,0,逆ネステナー,0,0,0,0,割賦,1139.299,293.168,48.959,51.44,22.506,0,0,2.843,0,3.527,57.979,6.585,63.114,278.083,70.4904,0,9,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.50,0,他社競合（レート）,0,0,他社競合（レート）
976781,2024-11-21,0,E 製造業,0,既存先,宇都宮営業部,その他,2024,60,4.712382,0,デリカD：5,0,0,0,0,自動車,363.103,90.962,41.121,46.463,40.678,0,0,239.572,-251.242,0.678,6.247,5.309,0.123,42.494,5.4451,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.64,0,抗通方法変更（出資・白己貴金）,0,0,抗通方法変更（出資・白己貴金）
915830,2024-08-28,0,p 医療・福祉,0,新規先,宇都宮営業部,銀行紹介,2024,60,32.5384,0,歯科レントゲントロフィーパン スプリーム3D一式他,0,0,0,0,一般,524.878,449.745,-8.85,1.976,1.589,0,0,7.889,13.614,9.206,0,20.009,0,2.25,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.50,0,他社競合（レート）,0,0,他社競合（レート）
