ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
927582,2026/1/13,宇都宮営業部,一般,複合機,E製造業,480420,16174,16729412,3577264,635400,718291,480317,25553,426625,907663,U,245781,,,既存先,一般リース,,,他社期合（レート）,2,銀行,912.05,60,2.29%
965479,2025/9/10,宇都宮営業部,自動車,いす”4tドライトラック,H 運輸業・郵便業,263019,37933.16,3254014,540222,173618,203162,152922,9176,137067,89021,132928,999,73927,4,既存先,自動車リース,1,当社受注,,1,ユーザー,"10531,045",60,2.02%
955629,2025/12/10,宇都宮営業部,自動車,フリード車いす仕様車,Rサービス業（他に分類されないもの）,15324,,322693,139134,6835,8341,6444,3473,,0,D,5991,,4,既存先,自動車リース,1,当社受注,,2,銀行,20,13,
955629,2025/12/10,宇都宮営業部,自動車,フリード車いす仕様車,Rサービス業（他に分類されないもの）,15324,,322693,139134,6835,8341,6444,3473,,,0,5991,,4,既存先,自動車リース,1,当社受注,,2,銀行,10,22,
955629,2025/12/10,宇都宮営業部,自動車,フリード車いす仕様車,Rサービス業（他に分類されないもの）,15324,,322693,139134,6835,8341,6444,3473,,,,5991,0,4,既存先,自動車リース,1,当社受注,,2,銀行,20,27,
925349,2025/12/5,,自動車,ダイハツ ムーヴ キャンバス ストライプス G,Rサービス業（他に分類されないもの,18026,0,257860,96627,17374,13425,10595,8329,0,5037,,8052,,5,既存先,自動車リース,1,当社受注,,1,ユーザー,2072.845,60,3.72%
921100,2025/10/23,,一般,フォークリフトアロン化成,Rサービス策（他に分類されないもの）,20000,2748.4,1320806,226953,36626,53400,87754,21368,54916,8851,94985,5862,114791,,既存先,一般リース,1,当社受注,,1,ユーザー,2000,60,2.68%
921100,2025/9/19,宇都宮営業部,一般,フォークリフトアロン化成,Rサービス業（他に分類されないもの）,20000,2748.4,1320806,226953,36626,53400,87754,21368,54916,8851,94985,5862,114791,,既存先,一般リース,1,当社受注,,,ユーザー,2550,60,2.65%
965479,2025/9/10,宇都宮営業部,自動車,UDトラックス 10tチルドトラック,H 運輸業・郵便業,263019,37933.16,3254014,540222,173618,203162,152922,9176,137067,89021,132928,999,73927,,既存先,自動車リース,1,当社受注,,2,銀行,19000,84,2.38%
955629,2026/1/22,,一般,タカゾノ 45分包機Crestage-Lite 3,Rサービス業（他に分類されないもの）,15324,,322693,139134,6835,8341,6444,3473,,,,5991,0,,既存先,一般リース,1,当社受注,,1,ユーザー,1100,60,2.75%
921100,2025/12/3,,自動車,フォークリフト アロン化成,Rサービス業（他に分類されないもの）,20000,2748.4,1320806,226953,36626,53400,87754,21368,54916,8851,94985,5862,114791,,既存先,自動車リース,1,当社受注,,1,ユーザー,17239.182,73,2.50%
910623,2026/1/16,,自動車,海上コンテナトラクタ,H 運輸業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,,4084,765095,,既存先,自動車リース,1,当社受注,,2,銀行,10880,60,2.52%
955629,2025/12/10,宇都宮営業部,自動車,タカゾノ 45分包機Cres tage-Lit e 3,Rサービス（他に分類されないもの）,15324,,322693,139134,6835,8341,6444,3473,,0,,5991,,,既存先,自動車リース,1,当社受注,,2,銀行,10,37,
934165,2025/12/25,宇都宮営業部,割賦,TOSEI 洗乾機・乾燥機 11台,Rサービス業（他に分類されないもの）,131,,8158,8005,3516,3595,2733,831,0,391,,80,,,新規先,割賦,1,当社受注,,2,銀行,15100,84,4.02%
922537,2025/12/18,宇都宮営業部,割賦,G-SCAN Z2 Flagship・エーミングPr oパッケ,Rサービス業（他に分類されないもの）,8195,3163.8,101724,47972,1729,3069,3109,2366,0,3134,2649,3960,,,既存先,割賦,1,当社受注,,2,銀行,1480,60,4.51%
902330,2025/10/27,宇都宮営業部,自動車,いす” GIGA20 （標準） ②,D 建設業,136662,47779.72,1302672,304060,-58085,5330,5546,28071,82018,368849,,3374,128719,5,既存先,自動車リース,1,当社受注,,2,銀行,16272.67：,60,2.01%
929796,2025/9/24,宇都宮営業部,自動車,小松フォークリフト,1卸売業・小売業,15544,892,1032297,197983,-31304,-27519,-27896,3279,0,3436,40,12333,0,0,既存先,自動車リース,1,当社受注,,2,銀行,2100,60,2.79%
910623,2025/1/16,宇都宮営業部,自動車,海上コンテナトラクタ,H 運輸業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,,4084,765095,,既存先,自動車リース,1,当社受注,,2,銀行,10880,60,2.52%
970065,2025/11/11,宇都宮営業部,一般,ロボット FANUC LR-Mate 200iD,E 製造業,162927,504.9,789440,118273,-18119,8118,7045,52981,55893,376005,145295,2150,17816,9,既存先,一般リース,1,当社受注,,2,銀行,8800,60,3.00%
909954,2025/12/19,宇都宮営業部,自動車,ダイハツ ハイゼットカーゴ,1卸売業・小売業,93156,11428.8,501772,56857,-1591,-2708,1949,18773,0,32279,,2640,0,9,既存先,自動車リース,1,当社受注,,2,銀行,1252.291,60,4.14%
910623,2026/1/16,宇都宮営業部,自動車,海上コンテナトラクタ,H 運輸業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,0,4084,765095,5,既存先,自動車リース,1,当社受注,,2,銀行,10880,60,2.52%
921100,2025/9/19,宇都宮営業部,一般,フォークリフトバイリーン,Rサービス案（他に分類されないもの）,20000,2748.4,1320806,226953,36626,53400,87754,21368,54916,8851,94985,5862,114791,,既存先,一般リース,,当社受注,,1,ユーザー,2400,60,2.68%
955629,2026/1/14,宇都宮営業部,自動車,メルセデスベンツ A200d セダン（令和4年式）,Rサービス（他に分類されないもの）,15324,,322693,139134,6835,8341,6444,3473,0,0,0,5991,0,,既存先,自動車リース,1,当社受注,,2,銀行,2776.708,41,3.27%
