ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
917165,2025/8/29,宇都宮営業部,一般,HP パソコン（悠生園）,p 医療・福祉,6709,19471.7,1015907,1015907,5438,5627,5627,34974,,,,,,,既存先,一般リース,1,当社受注,,1,ユーザー,1180,60,3.35%
933840,2025/11/6,宇都宮営業部,一般,カラー複合機,Rサービス業（他に分類されないもの）,5080,0,112847,108840,3731,6476,5285,4062,U,6261,,924,,,既存先,一般リース,1,当社受注,,2,銀行,732,60,2.55%
933840,2025/11/6,宇都宮営業部,一般,カラー複合機,Rサービス業（他に分鎖されないもの）,5080,,112847,108840,3731,6476,5285,4062,U,6261,,924,,0,新規先,一般リース,1,当社受注,,,銀行,465.5,60,2.79%
910623,2025/10/10,宇都宮営業部,自動車,日野ブロフィア 新潟②,H 運輪業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,,4084,765095,5,既存先,自動車リース,1,当社受注,,2,銀行,17700,60,2.00%
933777,2025/10/24,宇都宮営業部,一般,200V エアコン,E製造業,968,,384501,76768,3634,1907,1399,1648,4334,6271,7708,3488,6508,,新規先,一般リース,2,失注,調理方法変更＜散骨・自己貴女）,2,銀行,357,60,4.55%
941595,2025/4/4,宇都宮営業部,自動車,いす※ FORWARD,H 運輪業・郵便業,278083,70490.4,1139299,293168,48959,51440,22506,3527,57979,2843,,6585,63114,,既存先,自動車リース,2,失注,他社競合（レート）,2,銀行,11200,60,1.80%
955629,2025/7/4,宇都宮営業部,一般,キュービクル監視主装置ESシステム（プルミエール・アミ岡本）,Rサービス業（他に分類されないもの）,15324,D,322693,139134,6835,8341,6444,3473,,,,5991,,4,既存先,一般リース,1,当社受注,,1,ユーザー,743.5,84,2.70%
941595,2025/9/10,宇都宮営業部,一般,いす” FORWARD,H 運輸業・郵便業,278083,70490.4,1139299,293168,48959,51440,22506,3527,57979,2843,,6585,63114,9,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,1990,60,2.60%
918916,2025/10/28,宇都宮営業部,一般,検査情報管理システム,p 医療・福祉,33320,,2224041,2039500,-5972,29747,29242,77181,,271592,-2275187,51056,,,既存先,一般リース,2,失注,他社競合（レート）,1,ユーザー,7100,60,2.52%
941595,2025/10/3,宇都宮営業部,一般,いす” FORWARD,H 運輸業・郵便業,278083,70490.4,1139299,293168,48959,51440,22506,3527,57979,2843,,6585,63114,9,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,1300,60,2.09%
933430,2025/10/22,,自動車,ヴォクシー 車いす仕様車 スロータイプ,Rサービス業（他に分類されないもの）,1992,0,132870,132870,-2341,-1853,-1757,3400,,2624,4072,4197,,,既存先,一般リース,1,当社受注,,2,銀行,20,23,
933430,2025/10/24,,自動車,ヴォクシー車いす仕様車 スロータイプ,Rサービス業（他に分類されないもの）,1992,,132870,132870,-2341,-1853,-1757,3400,,2624,4072,4197,,,既存先,一般リース,1,当社受注,,2,銀行,20,15,
933430,2025/10/22,宇都宮営業部,自動車,ヴォクシー 車いす仕様車 スロータイプ,Rサービス業（他に分類されないもの）,1992,D,132870,132870,-2341,-1853,-1757,3400,,2624,4072,4197,,4,既存先,一般リース,1,当社受注,,2,銀行,20,19,
908663,2025/5/28,宇都宮営業部,一般,タイヤチェンジャー,Rサービス第（他に分類されないもの）,35548,2236.2,108352,39811,9516,9067,7553,5363,,819,6177,770,,,既存先,一般リース,2,失注,,2,銀行,2000,108,
933430,2025/10/22,宇都宮営業部,自動車,ヴォクシー車いす仕様車 スロータイプ,Rサービス業（他に分類されないもの）,1992,,132870,132870,-2341,-1853,-1757,3400,,2624,4072,4197,,,既存先,一般リース,1,当社受注,,2,銀行,20,15,
907200,2025/10/1,宇都宮営業部,一般,三次元測定機,E製造業,273809,3087.04,3581416,311934,100243,-25951,-25862,19023,255943,367273,259779,240,5361,,既存先,一般リース,2,失注,他社合（レート）,2,銀行,6980,72,2.23%
907223,2025/11/11,宇都宮営業部,一般,防犯カメラ（第二工場）,E 製造業,14264,,400930,91184,-20892,-15038,-16052,3570,10984,31690,3081,635,5518,8_1,既存先,一般リース,,当社受注,,,銀行,1200,60,3.81%
950296,2025/10/28,宇都宮営業部,一般,友愛作業所分ビジネスホン設置,M 宿泊業・飲食サービス業,2734,,118451,82607,2896,3375,2560,1992,,3270,,2215,,,新規先,一般リース,1,当社受注,,2,銀行,800,60,2.72%
933840,2025/11/6,宇都宮営業部,一般,アイコムIP電話システム,Rサービス茶（他に分類されないもの）,5080,U,112847,108840,3731,6476,5285,4062,0,6261,l,924,,0,既存先,一般リース,1,当社受注,,2,銀行,1919.18,60,2.61%
