取引先ID,審査日,企業名,業種大分類,業種小分類,取引区分,営業担当部署,紹介元,検収時期(年),リース期間(月),取得価格(百万円),物件ID（任意）,物件名（任意）,物件スコア（任意）,競合状況,競合提示金利(%),競合他社名,契約種別,売上高(百万円),売上総利益(百万円),営業利益(百万円),経常利益(百万円),当期純利益(百万円),純資産(百万円),総資産(百万円),機械装置(百万円),その他資産(百万円),減価償却費(百万円),減価償却累計(百万円),支払リース料(百万円),地代家賃(百万円),銀行借入(百万円),リース残高(百万円),契約件数,格付,定性_設立経営年数,定性_顧客安定性,定性_返済履歴,定性_事業将来性,定性_設備目的,定性_メイン取引銀行,強みタグ,担当者直感スコア(1-5),特記事項,最終結果,データ登録日,見積提示日,顧客反応日,結果日,獲得レート(%),基準金利(%),失注理由,競合他社,承認条件,結果登録メモ
906164,2026-03-13,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2026,60,1.3597,0,Allin One Meeting Board,0,0,0,0,一般,3023.014,724.223,59.738,81.284,51.628,0,0,0.246,15.931,19.444,0,42.92,0,375.809,0.55895,0,4,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.73,0,設備投資見合せ（諸退・延用）,0,0,設備投資見合せ（諸退・延用）
934364,2026-02-02,0,E製造業,0,新規先,宇都宮営業部,銀行紹介,2026,60,0.4505,0,業務用冷凍庫,0,0,0,0,一般,58.279,17.21,-12.71,-13.25,-12.415,0,0,5.975,0.283,1.488,0.752,2.897,4.686,33.589,0,0,9,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.06,0,男方法大王（製・自己資金）,0,0,男方法大王（製・自己資金）
912521,2025-10-06,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2025,60,4.51,0,目砂散布機②,0,0,0,0,一般,120,120,28.264,35.008,18.857,0,0,13.337,1490.341,21.443,0,45.81,0,18.55,12.25068,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.84,0,他社競合（レート）,0,0,他社競合（レート）
934091,2025-12-18,0,Rサービス業（他に分類されないもの）,0,新規先,宇都宮営業部,銀行紹介,2025,60,3.3,0,インクジェットプリンタ,0,0,0,0,一般,61.13,17.423,3.504,3.098,2.922,0,0,0,0,1.691,0,0.77,0,5.068,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.06,0,開場方法変更（脱費・自己責金）,0,0,開場方法変更（脱費・自己責金）
921315,2026-02-24,0,H 運輪業・郵便業,0,既存先,宇都宮営業部,その他,2026,60,11.9,0,いす”中古トラック（令和2年式）③,0,0,0,0,自動車,6099.201,501.542,206.917,229.417,106.062,0,0,111.843,0,0,114.997,0.82,635.379,78.75,2.8077,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.70,0,他社熱合（レート）,0,0,他社熱合（レート）
976690,2026-03-11,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2026,24,15.8,0,H27年製ブルドーザー,0,0,0,0,割賦,9847.763,1192.048,215.27,267.634,185.572,0,0,2862.065,71.899,46.653,679.934,43.606,154.274,919.519454,63.43841,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.20,0,他社競合（レート）,0,0,他社競合（レート）
928504,2026-02-16,0,p 医療・福祉,0,既存先,宇都宮営業部,その他,2026,60,7.9,0,キセノン光線治療器,0,0,0,0,一般,4564.804,3644.365,82.919,58.833,43.966,0,0,21.814,3.134,103.75,0,173.323,0,98.333,2.7268,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.52,0,他社験合（レート）,0,0,他社験合（レート）
923414,2026-03-05,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,28.5,0,ショベルカー,0,0,0,0,一般,708.906,116.967,6.63,3.473,2.34,0,0,35.264,25.848,1.07,36.46,3.343,16.046,78.440499,10.4552,0,6,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.62,0,0,0,0,0
929522,2025-06-23,0,p 医療・福祉,0,既存先,宇都宮営業部,銀行紹介,2025,60,25,0,データサーバーMBF-1000,0,0,0,0,一般,3799.87,3266.168,-306.604,-282.942,-284.636,0,0,0,28.982,442.196,0,56.383,0,345,20.6279,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.20,0,他社競合（レート）,0,0,他社競合（レート）
932776,2026-02-24,0,p 医療・福祉,0,新規先,宇都宮営業部,銀行紹介,2026,60,5.125,0,食器類,0,0,0,0,割賦,781.812,781.812,25.392,50.203,38.595,0,0,5.392,1.025,52.663,0,13.844,0,324.506,0,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,0,0,物件不適,0,0,物件不適
