ユーザーコード,発生年月日,部署,商談区分,物件名,業種,銀行貸残,リース残,売上高,売上高総利益,営業利益,経常利益,当期利益,減価償却費,減価償却費(経費),機械・装置,その他有形固定資産,賃借料,賃借料(経費),格付,取引状態区分,契約種類,結果コード,結果,理由,商談ソースコード,商談ソース,取得価額,期間,利回り
935886,2026/1/14,宇都宮営業部,一般,販売管理システム 3月検収,1卸売業・小売業,30000,,4422351,839043,309599,316679,212456,16700,,20533,167,11074,,9,既存先,一般リース,2,失注,他社競合（レート）,,銀行,44206,69,2.42%
096696,2025/4/29,宇都宮営業部,一般,構内運搬車,E 製造業,186717,,4829318,282871,103424,117705,117290,1545,96089,383652,2559,19151,109231,9,既存先,一般リース,2,失注,,1,ユーザー,2950,60,3.02%
918916,2025/9/5,宇都宮営業部,自動車,キャラバン 車椅子,p 医療・福祉,33320,0,2224041,2039500,-5972,29747,29242,77181,0,271592,-2275187,51056,,,既存先,自動車リース,1,当社受注,,1,ユーザー,4283.645,60,3.73%
913826,2026/1/29,宇都宮営業部,一般,ソフトウェア富士通,p 医療・福祉,28103,,182693,165965,14267,14345,10489,5297,,,225,3636,,,新規先,一般リース,2,失注,他社期合（その他）,2,銀行,1987.05,72,3.01%
913826,2026/1/29,宇都宮営業部,一般,ソフトウェア富士通,p 医療・福祉,28103,,182693,165965,14267,14345,10489,5297,,,225,3636,,0,新規先,一般リース,2,失注,他社験合（その他）,2,銀行,1545.15,72,2.97%
921425,2026/3/17,宇都宮営業部,一般,煮炊き撹拌機,Rサービス業（他に分類されないもの）,30950,2387.8,298379,173015,62976,42968,42968,5168,,4301,0,6129,,,既存先,一般リース,2,失注,他社競合（レート）,2,銀行,3000,60,3.06%
913758,2025/11/20,宇都宮営業部,割賦,諸岡 MST110CR,D 建設業,22057,,1063488,441234,4613,7840,5695,185323,,352559,,40751,,,新規先,割賦,2,失注,他社競合（その他）,,銀行,28500,60,2.51%
919104,2026/2/20,宇都宮営業部,自動車,いすがGIGAセミトラクタ,Rサービス業（他に分類されないもの）,1912,,596735,435215,-1704,213,1280,9349,,104559,0,26063,,8_3,既存先,自動車リース,2,失注,他社競合（その他）,,銀行,17200,60,3.80%
934535,2026/3/9,宇都宮営業部,自動車,トヨタ ヴォクシー S-G,E 製造業,65188,0,240608,31370,3579,4514,6850,2057,725,3430,0,1347,,,新規先,自動車リース,,失注,貴方法変更「質・有己責金）,,銀行,3754.655,60,3.53%
927951,2026/3/3,宇都宮営業部,割賦,日立建機 油圧ショベル,E製造業,44495,916.1,232289,77237,12234,11653,11572,1564,566,3964,1178,3199,430,,既存先,割賦,,失注,設費険資見合は（時過越用）,,銀行,11800,84,4.31%
936074,2026/3/2,宇都宮営業部,一般,ネットワークストレージ,D建設業,0,3744,1358319,281267,171175,171936,L6868,2584,5352,1722,0,10690,6596,2,既存先,一般リース,1,当社受注,,2,銀行,692.3,60,2.98%
906941,2026/1/30,宇都宮営業部,自動車,三菱ファイター（2024年式）②,D建設業,565558.584,1269.6,3336853,1494932,333786,262608,219941,256251,235217,25950,63586,82575,89065,6,既存先,自動車リース,1,当社受注,,1,ユーザー,13200,60,3.00%
927405,2026/1/22,宇都宮営業部,一般,マキノジェイ（株）横型マシニングセンタ a 61nx 仕様追加,E 製造業,1604042,157873.8,9132275,735702,151606,135378,145097,13548,690706,2105580,3247,26846,67892,2,既存先,一般リース,1,当社受注,,1,ユーザー,980,84,2.65%
910623,2026/1/16,宇都宮営業部,自動車,海上コンテナトラクタ,H 運輸業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,,4084,765095,5,既存先,自動車リース,1,当社受注,,,銀行,10880,60,2.51%
917765,2026/1/29,宇都宮営業部,自動車,セレナ e-power LUX,1卸売業・小売業,5000,3760,175897,175897,12575,10428,8758,987,D,611,0,34164,,,既存先,自動車リース,1,当社受注,,2,銀行,5158.491,60,3.88%
906941,2026/1/30,宇都宮営業部,自動車,三菱ファイター（2024年式） ②,D建設業,565558.584,1269.6,3336853,1494932,333786,262608,219941,256251,235217,25950,63586,82575,89065,9,既存先,自動車リース,1,当社受注,,1,ユーザー,11600,60,3.00%
910623,2026/1/16,宇都宮営業部,自動車,海上コンテナトラクタ,H 運物業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,,4084,765095,5,既存先,自動車リース,1,当社受注,,2,銀行,10880,60,2.51%
900811,2026/2/19,宇都宮営業部,一般,ワイズマン IDC 介護記録システム（更新）,p 医療・福祉,57949,0,507547,507547,-2639,-605,-12797,41428,0,33089,,9753,,6,既存先,一般リース,,当社受注,,3,ユーザー,1663,60,2.98%
913758,2025/1/22,宇都宮営業部,割賦,コマツ製中古油圧ショベル PC-200-11 #506145,D建設業,22057,0,1063488,441234,4613,7840,5695,185323,,352559,0,40751,0,,新規先,割賦,1,当社受注,,2,銀行,12000,36,2.51%
916826,2025/12/8,宇都宮営業部,一般,レセプトコンピュータシステム,Rサービス業（他に分類されないもの）,11292,2070.8,343002,69555,8052,8339,6927,6409,,2771,,7219,,,既存先,一般リース,1,当社受注,,2,銀行,3350.71,60,4.00%
910623,2026/2/12,宇都宮営業部,自動車,海上コンテナトラクタ,H 運輸業・郵便業,2883395,266939.5,6075224,744341,156830,168444,182303,21199,149269,67594,,4084,765095,5,既存先,自動車リース,1,当社受注,,2,銀行,17700,60,2.60%
927405,2025/5/1,宇都宮営業部,一般,マキノジェイ（株） 横型マシニングセンタ a61nx,E製造業,1604042,157873.8,9132275,735702,151606,135378,145097,13548,690706,2105580,3247,26846,67892,2,既存先,一般リース,1,当社受注,,2,銀行,44200,84,1.50%
985262,2026/1/28,宇都宮営業部,自動車,いす※ローラー車②,H 運輸業・郵便業,353120,0,1028141,123508,-11555,13870,8950,5472,123299,96876,73003,12993,1909,5,既存先,自動車リース,1,当社受注,,2,銀行,19800,60,2.50%
924647,2026/3/18,宇都宮営業部,自動車,いす”フォワード,Rサービス第（他に分類されないもの）,79574,26391,424688,424688,11854,14517,13965,50784,,57368,69466,7932,0,,既存先,自動車リース,1,当社受注,,2,銀行,18000,60,2.91%
913758,2025/11/12,宇都宮営業部,割賦,コベルコ建機JSK135S RD-7,D 建設業,22057,,1063488,441234,4613,7840,5695,185323,0,352559,,40751,0,,既存先,割賦,2,失注,他社競合（その他）,2,銀行,13900,36,2.51%
940969,2026/1/19,宇都宮営業部,一般,NDソフトウェア ほのぼのシリーズ使用権更新,p 医療・福祉,27852,,345559,345559,-6058,-5855,-5855,16098,,581,4176,,0,,既存先,一般リース,1,当社受注,,2,銀行,4443,60,2.51%
921100,2025/12/26,宇都宮営業部,一般,フォークリフト丘里センター倉庫,Rサービス（他に分類されないもの）,20000,2748.4,1320806,226953,36626,53400,87754,21368,54916,8851,94985,5862,114791,4,既存先,一般リース,1,当社受注,,1,ユーザー,2450,60,2.72%
922539,2026/1/7,宇都宮営業部,一般,ブラッター FBRM9NL-85-300（五所12号車）,E 製造業,60000,7612.8,5125720,1101855,721546,1016689,649653,13849,115576,256218,,7018,5656,2,既存先,一般リース,1,当社受注,,1,ユーザー,1600,84,2.94%
910406,2026/2/18,宇都宮営業部,自動車,いす” GIGA22 ダンプ,H 運輸業・郵便業,33501,6100.6,194042,41620,4008,9805,4503,937,9171,19349,,150,443,5,既存先,自動車リース,2,失注,賞場方治変更（実・自B青金）,2,銀行,19500,60,4.02%
908431,2026/2/10,宇都宮営業部,割賦,厨房機器一式,1卸売業・小売業,18958,,140782,23114,-4345,-4843,-4919,251,2133,914,,2727,212,,新規先,割賦,1,当社受注,,2,銀行,2400,60,4.54%
966816,2026/2/3,宇都宮営業部,一般,サーバー（会計・固定資産）,E 製造業,10000,48510.92,20146542,2425344,441985,466926,306803,59168,172391,300390,7370,69487,285710,,既存先,一般リース,1,当社受注,,1,ユーザー,3030,60,2.56%
922539,2026/1/7,宇都宮営業部,一般,ブラッター FBRM9NL-85-300（五所12号車）,E 製造業,60000,7612.8,5125720,1101855,721546,1016689,649653,13849,115576,256218,,7018,5656,2,既存先,一般リース,1,当社受注,,1,ユーザー,1600,84,2.95%
922518,2026/2/6,宇都宮営業部,一般,UTMセキュリティ HOME TYPE-U5,D 建設業,22520,30.6,179509,50847,-1352,-1917,-1617,3122,,15424,,2161,,,既存先,一般リース,1,当社受注,,,銀行,655,60,2.92%
985362,2026/1/28,宇都宮営業部,自動車,いす”ローラー車①,H 運輪業・郵便業,353120,,1028141,123508,-11555,13870,8950,5472,123299,96876,73003,12993,1909,5,既存先,自動車リース,1,当社受注,,,銀行,19800,60,2.50%
961744,2022/10/14,宇都宮営業部,自動車,ギガ 25t スライドデッキ,Rサービス業（他に分類されないもの）,43322,5610,714713,220966,20061,21812,21427,5341,59075,182602,6646,10696,42830,,既存先,自動車リース,,失注,その他（不成約）,1,ユーザー,21874.564,60,2.00%
911369,2026/3/10,宇都宮営業部,自動車,いす>ELFワイド（SG）,D 建設業,41624,10186.7,635019,159498,41205,41717,33005,4032,31381,54387,1327,577,6702,,既存先,自動車リース,1,当社受注,,2,銀行,6700,60,3.03%
934082,2025/12/15,宇都宮営業部,自動車,ニッサンNV100クリッパー,D 建設業,1611,,50444,23539,809,1239,1239,257,,191,0,U,D,,新規先,自動車リース,2,失注,漢方法変更（越境・自己責金）,2,銀行,782.328,60,5.15%
933291,2026/1/27,宇都宮営業部,自動車,クラウンスポーツHEV スポーツ 2（R05年）,D 建設業,1406,D,22319,8682,205,183,75,,0,,0,,,,新規先,自動車リース,1,当社受注,,2,銀行,4831.536,48,3.46%
