取引先ID,審査日,企業名,業種大分類,業種小分類,取引区分,営業担当部署,紹介元,検収時期(年),リース期間(月),取得価格(百万円),物件ID（任意）,物件名（任意）,物件スコア（任意）,競合状況,競合提示金利(%),競合他社名,契約種別,売上高(百万円),売上総利益(百万円),営業利益(百万円),経常利益(百万円),当期純利益(百万円),純資産(百万円),総資産(百万円),機械装置(百万円),その他資産(百万円),減価償却費(百万円),減価償却累計(百万円),支払リース料(百万円),地代家賃(百万円),銀行借入(百万円),リース残高(百万円),契約件数,格付,定性_設立経営年数,定性_顧客安定性,定性_返済履歴,定性_事業将来性,定性_設備目的,定性_メイン取引銀行,強みタグ,担当者直感スコア(1-5),特記事項,最終結果,データ登録日,見積提示日,顧客反応日,結果日,獲得レート(%),基準金利(%),失注理由,競合他社,承認条件,結果登録メモ
978548,2025-11-04,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,2.1,0,日立ホイールローダー,0,0,0,0,割賦,1395.963,744.966,378.235,395.05,63.186,0,0,314.02,16.877,26.15,94.897,10.437,14.858,190.829,148.93953,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.56,0,他社競合（レート）,0,0,他社競合（レート）
932365,2025-04-04,0,E製造業,0,新規先,宇都宮営業部,銀行紹介,2025,60,10.4,0,いす”FORWARD,0,0,0,0,自動車,248.342,48.846,7.485,8.715,10.462,0,0,31.926,0.407,1.4,5.481,0.764,2.4,13.32,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.54,0,数値演見合せ（造・提意）,0,0,数値演見合せ（造・提意）
933488,2025-09-29,0,p 医療・福祉,0,既存先,宇都宮営業部,その他,2025,60,5.1779,0,ラベルプリンタ,0,0,0,0,一般,4564.804,3644.365,82.919,58.833,43.966,0,0,21.814,3.134,103.75,0,173.323,0,98.333,2.7268,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.54,0,他社競合（レート）,0,0,他社競合（レート）
921202,2025-10-06,0,p 医療・福祉,0,既存先,宇都宮営業部,銀行紹介,2025,29,0.970682,0,再加熱キャビネット,0,0,0,0,自動車,819.092,726.94,6.72,25.137,18.295,0,0,16.465,0,39.722,0,69.036,0,80.688,0,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.06,0,設費後資見合せ（新・超期）,0,0,設費後資見合せ（新・超期）
933935,2025-11-19,0,D建設業,0,新規先,宇都宮営業部,銀行紹介,2025,60,9.839636,0,XC60 UltraT6 AWD,0,0,0,0,自動車,98.465,36.274,0.032,-0.389,069-,0,0,10.807,0,4.789,3.674,1.492,0.775,10,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,4.01,0,物件不適,0,0,物件不適
933446,2025-08-19,0,1卸売業・小売業,0,新規先,宇都宮営業部,銀行紹介,2025,60,10.844704,0,メルセデスベンツ,0,0,0,0,自動車,255.809,43.275,9.757,8.892,6.885,0,0,0.878,0,2.057,0,2.571,0,50,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.51,0,数電投資売合せ（新・菜）,0,0,数電投資売合せ（新・菜）
909193,2025-07-28,0,E 製造業,0,新規先,宇都宮営業部,銀行紹介,2025,84,13.5,0,CNC旋盤,0,0,0,0,一般,73.852,13.216,-4.748,-3.023,-3.104,0,0,31.975,0,0,9.433,0.36,1.572,5.772,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,5.01,0,業績不振,0,0,業績不振
932848,2025-05-02,0,E製造業,0,新規先,宇都宮営業部,銀行紹介,2025,120,18.8,0,CNC画像測定器,0,0,0,0,一般,646.965,59.625,8.147,0.669,11.922,0,0,97.421,0,0.563,42.382,4.159,9.857,62.67,0,0,9,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.51,0,他社合（レート）,0,0,他社合（レート）
933656,2025-10-01,0,E製造業,0,新規先,宇都宮営業部,銀行紹介,2025,60,0.85,0,業務用パソコン 3台,0,0,0,0,一般,203.402,42.095,-15.323,-4.052,-3.297,0,0,5.642,0,2.563,4.253,9.946,0.594,20,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.63,0,他社競合（レート）,0,0,他社競合（レート）
933734,2025-10-28,0,D建設業,0,既存先,宇都宮営業部,銀行紹介,2025,60,4.644547,0,ハイエースV R02年 ： ハイエースバン DX,0,0,0,0,自動車,269.987,82.161,9.977,12.433,3.54,0,0,0.706,0,2.768,0,3.26,0,32.497,0,0,9,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.51,0,男方法次更（開発・自己責金）,0,0,男方法次更（開発・自己責金）
