取引先ID,審査日,企業名,業種大分類,業種小分類,取引区分,営業担当部署,紹介元,検収時期(年),リース期間(月),取得価格(百万円),物件ID（任意）,物件名（任意）,物件スコア（任意）,競合状況,競合提示金利(%),競合他社名,契約種別,売上高(百万円),売上総利益(百万円),営業利益(百万円),経常利益(百万円),当期純利益(百万円),純資産(百万円),総資産(百万円),機械装置(百万円),その他資産(百万円),減価償却費(百万円),減価償却累計(百万円),支払リース料(百万円),地代家賃(百万円),銀行借入(百万円),リース残高(百万円),契約件数,格付,定性_設立経営年数,定性_顧客安定性,定性_返済履歴,定性_事業将来性,定性_設備目的,定性_メイン取引銀行,強みタグ,担当者直感スコア(1-5),特記事項,最終結果,データ登録日,見積提示日,顧客反応日,結果日,獲得レート(%),基準金利(%),失注理由,競合他社,承認条件,結果登録メモ
923743,2025-07-10,0,D 建設業,0,既存先,宇都宮営業部,その他,2025,60,5.05,0,バツクホー,0,0,0,0,一般,88.479,45.983,16.128,21.434,17.566,0,0,0,0,0.928,0,1.935,6.718,24.805,8.2905,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.84,0,0,0,0,0
955629,2025-09-22,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,60,0.3463,0,Pharnes X／EXMV-SH560Eシステム③（ハード）,0,0,0,0,一般,322.693,139.134,6.835,8.341,6.444,0,0,0,0,3.473,0,5.991,0,15.324,0,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.71,0,0,0,0,0
936264,2025-11-10,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,1.494,0,サーバー,0,0,0,0,一般,622.574,264.682,91.718,91.984,61.697,0,0,5.701,0,5.998,0,12.105,0,0,5.854,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.87,0,0,0,0,0
937965,2025-10-01,0,p 医療・福祉,0,既存先,宇都宮営業部,その他,2025,60,1.85,0,医事システム（ハードウエア）（遠藤産婦人科医院）,0,0,0,0,一般,1566.67,1439.314,72.128,101.884,53.833,0,0,3.558,144.014,167.112,0,31.051,0,0,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.23,0,0,0,0,0
937965,2025-10-01,0,p 医療・福祉,0,既存先,宇都宮営業部,その他,2025,60,4.45,0,医事システム（ハードウエア）（遠藤産婦人科医院）,0,0,0,0,一般,1566.67,1439.314,72.128,101.884,53.833,0,0,3.558,144.014,167.112,0,31.051,0,0,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.47,0,0,0,0,0
917642,2025-10-20,0,Rサービス家（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,60,0.67,0,防犯カメラ4台リニューアル,0,0,0,0,一般,614.249,396.489,33.087,39.262,39.322,0,0,67.151,0,24.648,16.414,14.549,0,0.5,0.2568,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.50,0,0,0,0,0
955629,2025-09-26,0,Rサービス案（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,60,1.133457,0,Pharnes X/EXMV-SH560Eシステム③（ハード）,0,0,0,0,一般,322.693,139.134,6.835,8.341,6.444,0,0,0,0,3.473,0,5.991,0,15.324,0,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.57,0,0,0,0,0
955629,2025-07-04,0,Rサービス案（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2025,84,0.7435,0,Pharnes X／EXMV-SH560Eシステム②（ソフト）,0,0,0,0,一般,322.693,139.134,6.835,8.341,6.444,0,0,0,0,3.473,0,5.991,0,15.324,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.70,0,0,0,0,0
930482,2025-06-18,0,1卸売業・小売業,0,既存先,0,銀行紹介,2025,60,7.55,0,トラックスケール入替・無人計量システム,0,0,0,0,割賦,547.668,320.902,16.978,11.955,11.428,0,0,97.626,0,57.336,0,3.6,0,215.935,5.3568,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.01,0,0,0,0,0
955629,2025-09-22,0,Rサービス（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,60,0.446543,0,Pharnes X/EXMV-SH560Eシステム②（ソフト）,0,0,0,0,一般,322.693,139.134,6.835,8.341,6.444,0,0,0,0,3.473,0,5.991,0,15.324,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.50,0,0,0,0,0
