取引先ID,審査日,企業名,業種大分類,業種小分類,取引区分,営業担当部署,紹介元,検収時期(年),リース期間(月),取得価格(百万円),物件ID（任意）,物件名（任意）,物件スコア（任意）,競合状況,競合提示金利(%),競合他社名,契約種別,売上高(百万円),売上総利益(百万円),営業利益(百万円),経常利益(百万円),当期純利益(百万円),純資産(百万円),総資産(百万円),機械装置(百万円),その他資産(百万円),減価償却費(百万円),減価償却累計(百万円),支払リース料(百万円),地代家賃(百万円),銀行借入(百万円),リース残高(百万円),契約件数,格付,定性_設立経営年数,定性_顧客安定性,定性_返済履歴,定性_事業将来性,定性_設備目的,定性_メイン取引銀行,強みタグ,担当者直感スコア(1-5),特記事項,最終結果,データ登録日,見積提示日,顧客反応日,結果日,獲得レート(%),基準金利(%),失注理由,競合他社,承認条件,結果登録メモ
90954,2025/4/,0,p 医療・福祉,0,既存先,0,銀行紹介,0,84,0.009,0,プリンター,0,0,0,0,一般,256.6,212.586,43.284,-12.308,-12.854,0,0,20.14,7.997,161.214,0,216.071,0,18.75,57.6793,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0
90913,2025/4/,0,1卸売業・小売業,0,新規先,0,その他,0,72,11.305,0,カービュウティシャン自動式洗車機,0,0,0,0,一般,4409.683,648.987,291.131,65.343,47.93,0,0,385.406,33.267,67.323,0,179.624,0,155,0,0,4,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.50,0,他社競合（レート）,0,0,他社競合（レート）
92793,2025-03-02,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,9.27,0,いすyFORWARD,0,0,0,0,自動車,135.888,68.954,2.302,1.917,0.646,0,0,8.496,0,5.086,0,9.359,0,16.003,0.8256,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.21,0,他社競合（レート）,0,0,他社競合（レート）
922748,2025/2/,0,p 医療・福祉,0,既存先,0,銀行紹介,0,60,2.7,0,画像読取装置 FCR PRIMA T2,0,0,0,0,一般,342.808,275.968,0.017,-3.087,0.099,0,0,0,0,15.719,0,8.347,0,144.945,7.74,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,4.02,0,「産方法変更（期売・自己資金）,0,0,「産方法変更（期売・自己資金）
932791,2025-04-01,0,p 医療・福祉,0,新規先,0,銀行紹介,2025,84,50,0,浄化槽,0,0,0,0,割賦,162.488,134.255,-61.843,-45.732,-45.474,0,0,0,73.348,61.791,0,34.049,0,182.382,0,0,4,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,0,0,無毒方法変更（・自己貴金）,0,0,無毒方法変更（・自己貴金）
93278,2025-04-01,0,1卸売業・小売業,0,新規先,0,銀行紹介,2025,60,3.068721,0,ハイエースバン DX GL,0,0,0,0,自動車,202.01,10.695,3.216,3.553,2.43,0,0,2.768,0,1.972,0,5.041,0,4.688,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.84,0,絵鶏役見合せ（改選・延期）,0,0,絵鶏役見合せ（改選・延期）
978548,2025/4/,0,0,0,既存先,0,銀行紹介,0,60,168,0,日立ホイールローダー,0,0,0,0,割賦,139.596,744.966,378.235,395.05,63.186,0,0,314.02,16.877,26.15,94.897,10.437,14.858,190.829,148939.5.,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,1.80,0,他社競合（レート）,0,0,他社競合（レート）
922152,2025/4/1！,0,p 医療・福祉,0,既存先,0,銀行紹介,0,60,1.045,0,炭酸ガスレーザー,0,0,0,0,一般,148.648,117.402,6.632,10.489,10.25,0,0,18.024,64.115,81.523,0,64.988,0,14.015,2.4351,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.36,0,他社総合（レート）,0,0,他社総合（レート）
909734,2025-02-02,0,H 運輸業・郵便業,0,既存先,0,銀行紹介,2025,60,13.8525,0,キャラバン標準ルーフ,0,0,0,0,自動車,961.123,508.254,86.045,92.727,77.929,0,0,77.667,1.015,40.014,0,44.928,0,288.869531,16.4602,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.51,0,他社競合（レート）,0,0,他社競合（レート）
927932,2025-04-01,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,10.09582,0,いす ”FORWARD,0,0,0,0,自動車,135.888,68.954,2.302,1.917,0.646,0,0,8.496,0,5.086,0,9.359,0,16.003,0.8256,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.01,0,調方法変更（青・自己資金）,0,0,調方法変更（青・自己資金）
929497,2024-11-01,0,E 製造業,0,既存先,0,銀行紹介,2024,60,3.748,0,局所排気設備,0,0,0,0,割賦,1232.864,35.627,-49.054,-37.205,-36.073,0,0,85.777,0,9.183,17.501,8.499,3.736,82.791,6.9188,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.98,0,0,0,0,0
912004,2025/5/,0,Rサービス茶（他に分類されないもの）,0,既存先,0,銀行紹介,0,60,0.60552,0,MAXHUB V7 Xboard V5550,0,0,0,0,割賦,45.836,45.836,2.071,-0.075,-0.145,0,0,0,0.393,4.327,0,0,0,127.077,1.5505,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,5.27,0,0,0,0,0
921873,2025-04-02,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,4.14925,0,屋内消火栓ポンプ,0,0,0,0,割賦,2327.629,2042.381,82.619,31.824,23.875,0,0,58.689,0,153.546,0,180.183,0,51,23.50695,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.22,0,0,0,0,0
932886,2025-05-12,0,Rサービス業（他に分類されないもの）,0,新規先,0,銀行紹介,2025,60,0.49945,0,プリウス（中古）,0,0,0,0,一般,2932.824,587.641,35.774,115.931,36.914,0,0,96.167,0,148.936,0,83.723,0,83.325,0,0,3,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.43,0,0,0,0,0
921103,2024/12/2（,0,E製造業,0,既存先,0,銀行紹介,0,60,3.019264,0,プリウスX,0,0,0,0,自動車,611.192,456.876,9.955,1.745,1.15,0,0,53.355,0,35.224,0,20.526,0,784.26,9.2604,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,1.92,0,0,0,0,0
924145,2025-02-21,0,E製造業,0,既存先,0,銀行紹介,2025,60,2.146,0,タジマ刺繍機,0,0,0,0,一般,192.9,39.856,0.212,1.034,0.51,0,0,23.493,0,0,11.848,0,6.469,60.321,6.5914,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.16,0,0,0,0,0
929240,2025-04-15,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,2.3,0,UTM機器,0,0,0,0,割賦,57.329,50.51,3.626,2.064,1.875,0,0,1.055,0,3.488,0,4.198,0,75.121,13.3048,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.91,0,0,0,0,0
931137,2025-04-28,0,Rサービス第（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,3.537345,0,③中古エルフ2t（初年度H26年10月）,0,0,0,0,自動車,855.587,437.774,47.605,47.33,35.299,0,0,31.476,0,22.783,0,49.773,0,168.586,20.1438,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.06,0,0,0,0,0
950239,2025-05-01,0,1卸売業・小売業,0,既存先,0,銀行紹介,2025,84,1.68,0,高速自動値付ラベラー,0,0,0,0,一般,3016.912,598.03,23.197,9.012,28.171,0,0,54.694,1.192,21.043,15.572,67.271,12.103,295.241,16.5503,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.25,0,0,0,0,0
931137,2025-04-28,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,2.628345,0,③中古エルフ2t（初年度H26年10月）,0,0,0,0,自動車,855.587,437.774,47.605,47.33,35.299,0,0,31.476,0,22.783,0,49.773,0,168.586,20.1438,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.05,0,0,0,0,0
909543,2025-04-23,0,p 医療・福祉,0,既存先,0,銀行紹介,2025,60,0.9317,0,プリンター,0,0,0,0,一般,2566.008,2125.866,43.284,-12.308,-12.854,0,0,20.14,7.997,161.214,0,216.071,0,18.75,57.67931,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.02,0,0,0,0,0
922826,2025-04-16,0,E製造業,0,既存先,0,銀行紹介,2025,60,3.620002,0,AED ①,0,0,0,0,自動車,986.302,369.416,86.076,95.384,-36.932,0,0,38.024,0,0,64.392,20.944,0,248.568,31.3664,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.86,0,他社競合（レート）,0,0,他社競合（レート）
