取引先ID,審査日,企業名,業種大分類,業種小分類,取引区分,営業担当部署,紹介元,検収時期(年),リース期間(月),取得価格(百万円),物件ID（任意）,物件名（任意）,物件スコア（任意）,競合状況,競合提示金利(%),競合他社名,契約種別,売上高(百万円),売上総利益(百万円),営業利益(百万円),経常利益(百万円),当期純利益(百万円),純資産(百万円),総資産(百万円),機械装置(百万円),その他資産(百万円),減価償却費(百万円),減価償却累計(百万円),支払リース料(百万円),地代家賃(百万円),銀行借入(百万円),リース残高(百万円),契約件数,格付,定性_設立経営年数,定性_顧客安定性,定性_返済履歴,定性_事業将来性,定性_設備目的,定性_メイン取引銀行,強みタグ,担当者直感スコア(1-5),特記事項,最終結果,データ登録日,見積提示日,顧客反応日,結果日,獲得レート(%),基準金利(%),失注理由,競合他社,承認条件,結果登録メモ
977094,2025-09-08,0,Rサービス系（他に分額されないもの）,0,既存先,0,銀行紹介,2025,60,0.428,0,複合機,0,0,0,0,一般,12154.332,9179.403,956.444,1618.673,857.119,0,0,242.021,10225.929,1071.09,0,397.482,0,596.429,27.176,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,4.49,0,0,0,0,0
911650,2025-03-04,0,1卸売業・小売業,0,既存先,0,銀行紹介,2025,60,1.798,0,シェンタ,0,0,0,0,自動車,879.104,286.051,-4.974,13.775,9.821,0,0,111.346,0,11.111,0,18.404,0,27.858,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.00,0,0,0,0,0
932736,2025-03-28,0,1卸売業・小売業,0,既存先,0,銀行紹介,2025,60,11.2,0,レクサスRX500h,0,0,0,0,自動車,560.259,453.136,7.568,6.844,6.844,0,0,3.051,13.81,9.393,0,11.557,0,41.778,5.064,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.80,0,0,0,0,0
914156,2025-09-16,0,E製造業,0,既存先,0,銀行紹介,2025,60,1.3385,0,複合機,0,0,0,0,一般,361.367,38.827,-42.872,-40.836,-45.492,0,0,109.332,0,1.457,20.641,0.151,1.088,207.756,3.1212,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,5.00,0,美車方法次更（費・自己食金）,0,0,美車方法次更（費・自己食金）
933520,2025-09-03,0,1卸売業・小売業,0,新規先,0,銀行紹介,2025,60,0.57,0,ハードウエア,0,0,0,0,一般,61.583,10.806,-3.457,-3.151,-3.332,0,0,1.146,0,2.196,0,0,0,9.316875,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,0,0,調後方法次更（境・自己資金）,0,0,調後方法次更（境・自己資金）
912657,2025-06-10,0,Rサービス第（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,0.8463,0,事務用イス他,0,0,0,0,一般,2376.92,334.652,49.13,31.873,20.497,0,0,0,-35.468,3.267,0,7.743,0,294.5,0.9912,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.99,0,0,0,0,0
977094,2025-09-17,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,0.428,0,複合機,0,0,0,0,一般,12154.332,9179.403,956.444,1618.673,857.119,0,0,242.021,-10225.929,1071.09,0,397.482,0,596.429,27.176,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,4.37,0,調方法変更（実・自己資金）,0,0,調方法変更（実・自己資金）
975692,2025-05-08,0,E 製造業,0,既存先,0,銀行紹介,2025,120,7.68,0,王道キムチライン,0,0,0,0,一般,2588.576,369.376,-39.925,-39.248,-33.627,0,0,122.87,114.841,14.851,47.766,16.816,38.729,36.628,0,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.20,0,他社競合（レート）,0,0,他社競合（レート）
910279,2025-06-10,0,D建設業,0,既存先,0,銀行紹介,2025,60,0.5297,0,椅子入替一式,0,0,0,0,一般,1876.494,743.086,18.018,19.197,8.822,0,0,0,-19.062,3.408,0,45.039,0,6,3.04934,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.67,0,0,0,0,0
915102,2025-06-23,0,Rサービス案（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,20.585,0,CATO 7油圧ショベル,0,0,0,0,割賦,551.5,111.033,24.917,23.703,17.216,0,0,33.662,0,0,13.758,24.131,7.344,192.679,20.8232,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.51,0,0,0,0,0
906373,2025-06-19,0,H 運輪業・郵便業,0,既存先,0,銀行紹介,2025,60,14.1,0,三菱スーパーグレート②,0,0,0,0,自動車,525.599,133.249,45.973,132.343,62.6,0,0,41.934,29.904,9.449,39.41,1.275,0,278.338,31.3844,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.54,0,0,0,0,0
962914,2025-03-27,0,D建設業,0,既存先,0,銀行紹介,2025,60,2.2079,0,椅子入替一式,0,0,0,0,一般,24447.352,3733.568,363.085,1335.672,1172.801,0,0,9.518,-2770.81,92.075,107.906,56.468,45.238,4686,55.15124,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.91,0,0,0,0,0
918942,2025-07-30,0,D 建設業,0,既存先,0,銀行紹介,2025,60,19.4,0,アスファルトフィニッシャー,0,0,0,0,割賦,735.863,85.863,3.147,1.537,0.94,0,0,84.554,24.492,0.962,31.673,5.07,18.777,112.482,3.8997,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.60,0,0,0,0,0
913608,2025-09-19,0,Rサービス業（他に分類されないもの）,0,既存先,0,その他,2025,60,0.127344,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.47,0,0,0,0,0
918284,2025-09-11,0,Rサービス集（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,2.09,0,パソコン13台,0,0,0,0,一般,1337.839,397.092,92.989,80.02,54.06,0,0,12.893,0,29.896,0,18.897,0,1020.934025,8.2937,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.71,0,0,0,0,0
932035,2025-05-26,0,1卸売業・小売業,0,既存先,0,銀行紹介,2025,48,4.844,0,トヨタフォークリフト 12-8FD』35,0,0,0,0,一般,7945.274,787.995,86.891,140.217,41.58,0,0,199.328,0,124.251,0,16.683,0,325.617,1.1715,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.85,0,0,0,0,0
901870,2025-06-10,0,1卸売業・小売業,0,既存先,0,銀行紹介,2025,60,1.8738,0,椅子入替一式,0,0,0,0,一般,5947.306,300.391,67.797,62.308,38.595,0,0,704.278,-243.298,2.414,30.03,5.595,6.403,726.964,0.89429,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.91,0,0,0,0,0
913608,2025-09-19,0,Rサービス業（他に分類されないもの）,0,新規先,0,その他,2025,60,0.31,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.21,0,0,0,0,0
950145,2025-09-25,0,E製造業,0,既存先,0,その他,2025,60,1.1,0,空「機,0,0,0,0,割賦,970.932,196.356,1.174,14.381,11.919,0,0,79.569,0,2.732,13.766,7.67,27.236,465.412,6.94156,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.42,0,0,0,0,0
918284,2025-09-19,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,1.48,0,カラー複合機,0,0,0,0,一般,1337.839,397.092,92.989,80.02,54.06,0,0,12.893,0,29.896,0,18.897,0,1070.934025,8.2937,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.56,0,0,0,0,0
933575,2025-09-19,0,D建設業,0,新規先,0,銀行紹介,2025,60,1.8,0,パソコンおよびソフト,0,0,0,0,一般,179.337,33.418,-0.907,0.555,0.272,0,0,3.224,1.674,1.188,4.087,0.302,25.309,33.814,0,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.53,0,0,0,0,0
913608,2025-09-19,0,Rサービス業（他に分類されないもの）,0,既存先,0,その他,2025,60,0.86,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.26,0,0,0,0,0
930433,2025-09-08,0,D建設業,0,既存先,0,銀行紹介,2025,60,3.52885,0,レーザー・データ処理ソフトウェア,0,0,0,0,一般,383.118,70.909,-17.952,32.612,25.034,0,0,137.053,-17.228,10.221,0,5.988,11.233,50.192,2.9784,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.55,0,0,0,0,0
931807,2025-09-30,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,0.138,0,CARADA電子薬歴（ハード）,0,0,0,0,一般,1146.683,486.013,26.729,31.237,7.445,0,0,2.608,0,16.323,0,42.271,0,262,4.62765,0,3,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.28,0,0,0,0,0
928285,2025-09-03,0,Rサービス（他に分類されないもの）,0,既存先,0,銀行紹介,2025,48,1.50112,0,N-VAN,0,0,0,0,自動車,25.097,20.989,2.303,2.695,2.001,0,0,0,0,0.2,0,0.799,0,0.684,1.782,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.50,0,0,0,0,0
915633,2025-09-10,0,p 医療・福祉,0,既存先,0,銀行紹介,2025,60,0.516,0,診療予約システム,0,0,0,0,一般,114.76,97.506,13.265,12.938,10.88,0,0,3.619,5.326,5.169,0,4.344,0,18.116,0.6981,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.62,0,0,0,0,0
933682,2025-10-07,0,Rサービス業（他に分類されないもの）,0,既存先,0,銀行紹介,2025,60,8.022656,0,クライスラージープ グラディエーター3.6 ルビコン4WD,0,0,0,0,自動車,446.148,288.543,13.595,10.44,7.875,0,0,7.167,0.243,4.453,0,4.853,0,32.011,0,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.62,0,0,0,0,0
918541,2025-08-27,0,E 製造業,0,既存先,0,銀行紹介,2025,60,1.13,0,フォークリスト,0,0,0,0,一般,4141.713,176.626,28.017,34.333,27.142,0,0,154,87.942,4.146,85.318,15.708,1.916,192.272,2.3256,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.32,0,賞通方法変更（加員・自己貴金）,0,0,賞通方法変更（加員・自己貴金）
932956,2025-05-30,0,E製造業,0,新規先,0,銀行紹介,2025,120,51,0,ファイバーレーザー切断加工機,0,0,0,0,一般,92.645,28.944,1.963,13.211,12.832,0,0,5.728,0,1.151,1.898,1.199,0.214,30,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.50,0,別方法変更（員・自己完全）,0,0,別方法変更（員・自己完全）
922790,2025-06-02,0,D 建設業,0,既存先,0,銀行紹介,2025,60,9.078,0,インフラ点検用ドローン,0,0,0,0,割賦,517.839,431.812,1.389,8.465,8.374,0,0,16.37,0,3.761,0,23.19,0,62.464,0.5735,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.81,0,無方法変更（緑費・自己食会）,0,0,無方法変更（緑費・自己食会）
