取引先ID,審査日,企業名,業種大分類,業種小分類,取引区分,営業担当部署,紹介元,検収時期(年),リース期間(月),取得価格(百万円),物件ID（任意）,物件名（任意）,物件スコア（任意）,競合状況,競合提示金利(%),競合他社名,契約種別,売上高(百万円),売上総利益(百万円),営業利益(百万円),経常利益(百万円),当期純利益(百万円),純資産(百万円),総資産(百万円),機械装置(百万円),その他資産(百万円),減価償却費(百万円),減価償却累計(百万円),支払リース料(百万円),地代家賃(百万円),銀行借入(百万円),リース残高(百万円),契約件数,格付,定性_設立経営年数,定性_顧客安定性,定性_返済履歴,定性_事業将来性,定性_設備目的,定性_メイン取引銀行,強みタグ,担当者直感スコア(1-5),特記事項,最終結果,データ登録日,見積提示日,顧客反応日,結果日,獲得レート(%),基準金利(%),失注理由,競合他社,承認条件,結果登録メモ
912805,2025-09-16,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,4.9,0,10馬力標準型自動エアパルス式集塵機,0,0,0,0,一般,1160.821,84.719,45.437,45.197,31.514,0,0,6.54,0.742,0.6,15.948,1.503,14.928,48.32,1.0421,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.53,0,設備設費見合せ（緑道・通期）,0,0,設備設費見合せ（緑道・通期）
933338,2026-02-02,0,H 運輸業・郵便業,0,新規先,宇都宮営業部,銀行紹介,2026,60,8.93,0,ELFワイド（SGグレード）,0,0,0,0,自動車,529.376,85.088,35.247,28.261,19.94,0,0,16.324,2.807,7.553,25.866,4.756,1.208,136.558,0,0,5,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.01,0,0,0,0,0
909391,2025-12-11,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,72,25,0,三菱スーパーグレート,0,0,0,0,一般,438.186,403.562,-11.533,-2.055,0.503,0,0,30.743,8.236,30.316,0,9.326,0,92.912,29.6187,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.28,0,0,0,0,0
913608,2026-01-20,0,Rサービス薬（他に分類されないもの）,0,既存先,0,その他,2026,60,0.227,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.24,0,0,0,0,0
961361,2025-12-23,0,Rサービス業（他に分装されないもの）,0,既存先,0,銀行紹介,2025,60,0.009,0,複合機（水戸）,0,0,0,0,一般,9881.831,1227.596,85.832,85.554,13.162,0,0,16.166,0,10.297,21.71,40.244,83.243,247.394,2.9269,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.38,0,0,0,0,0
913608,2026-01-20,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.4438,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.26,0,0,0,0,0
913608,2026-01-20,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.093248,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.58,0,0,0,0,0
950053,2026-02-18,0,Rサービス（他に分額されないもの）,0,既存先,0,その他,2026,60,3.5,0,カラープリンター,0,0,0,0,一般,443.355,30.053,-22.485,-19.42,-19.274,0,0,6.209,0,0,7.05,11.298,0,124.824,2.65445,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.41,0,0,0,0,0
941146,2025-07-31,0,Rサービス業（他に分類されないもの〕,0,既存先,宇都宮営業部,銀行紹介,2025,60,6.6,0,ニチユプラッター,0,0,0,0,一般,3888.812,3721.94,292.07,289.181,204.758,0,0,7.779,4.429,97.774,0,117.418,0,25,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.52,0,0,0,0,0
971683,2025-01-28,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,8.6,0,インクジェットプリンター,0,0,0,0,一般,2498.387,254.738,-26.788,-6.564,-3.632,0,0,215.96,0,3.985,96.945,19.601,149.793,179.212,38.5888,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.51,0,0,0,0,0
915633,2025-11-18,0,p 医療・福祉,0,既存先,宇都宮営業部,銀行紹介,2025,60,1.8,0,POSシステム,0,0,0,0,一般,114.76,97.506,13.265,12.938,10.88,0,0,3.619,5.326,5.169,0,4.344,0,18.116,0.6981,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.71,0,0,0,0,0
922911,2025-07-28,0,H 運輪業・郵便業,0,新規先,宇都宮営業部,銀行紹介,2025,84,12.615,0,2RG-GK5DAB,0,0,0,0,自動車,176.586,176.586,-0.463,1.312,1.226,0,0,12.982,0,0.569,0,18.601,0,25.015,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.29,0,0,0,0,0
913608,2026-01-20,0,Rサービス薬（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.229,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.26,0,0,0,0,0
913608,2026-01-20,0,Rサービス（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.37,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.28,0,0,0,0,0
913608,2026-01-20,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.625,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.28,0,0,0,0,0
913608,2026-01-20,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.229,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.26,0,0,0,0,0
962914,2025-12-17,0,D 建設業,0,既存先,宇都宮営業部,その他,2025,72,9.2212,0,桜2丁目パーキングゲート式設備,0,0,0,0,一般,24447.352,3733.568,363.085,1335.672,1172.801,0,0,9.518,-2770.81,92.075,107.906,56.468,45.238,4686,55.15124,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.03,0,0,0,0,0
913608,2026-01-20,0,Rサービス業（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.515,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.30,0,0,0,0,0
913608,2026-01-20,0,Rサービス（他に分類されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.1198,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.40,0,0,0,0,0
919764,2026-01-29,0,Rサービス満（他に分額されないもの）,0,既存先,宇都宮営業部,銀行紹介,2026,84,0.6423,0,防犯カメラ,0,0,0,0,一般,554.456,419.659,21.622,34.091,24.57,0,0,9,34.531,37.454,0,21.441,0,258.251,6.1108,0,5,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.04,0,0,0,0,0
906346,2025-08-28,0,Rサービス案（他に分鎖されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,60,21.75,0,いすずGIGA22,0,0,0,0,自動車,410.524,107.386,48.724,78.331,73.572,0,0,35.863,0,6.618,17.869,1.825,11.564,170.046,36.212,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.09,0,0,0,0,0
932063,2025-01-28,0,D建設業,0,既存先,宇都宮営業部,その他,2025,60,0.65,0,複合機,0,0,0,0,一般,2107.524,571.242,204.383,210.097,144.968,0,0,7.847,9.772,5.754,19.727,10.625,58.459,0,33.216,0,4,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.56,0,0,0,0,0
913608,2026-01-20,0,Rサービス業（他に分録されないもの）,0,既存先,宇都宮営業部,その他,2026,60,0.53375,0,防犯カメラシステム,0,0,0,0,一般,11972.858,3014.881,805.012,997.707,657.997,0,0,169.873,1297.205,98.294,631.006,121.698,223.165,379.979,0,0,2,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.26,0,0,0,0,0
961361,2025-12-23,0,Rサービス業（他に分鎖されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,60,0.75,0,複合機（つくば）,0,0,0,0,一般,9881.831,1227.596,85.832,85.554,13.162,0,0,16.166,0,10.297,21.71,40.244,83.243,247.394,2.9269,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.38,0,0,0,0,0
931647,2026-01-26,0,E 製造業,0,既存先,宇都宮営業部,その他,2026,60,2.25,0,ビジネスフォン,0,0,0,0,一般,1249.61,431.784,-23.744,11.021,-29.075,0,0,16.213,0.037,22.53,22.345,21.464,22.737,75.007,18.72,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.59,0,0,0,0,0
919676,2025-12-29,0,Rサービス茶（他に分額されないもの）,0,新規先,宇都宮営業部,銀行紹介,2025,60,5.88,0,1. 木耳ハウス空設備 2. 木耳ハウス照明設備,0,0,0,0,割賦,230.747,53.992,3.146,1.732,1.522,0,0,12.033,0,0.725,11.905,0.675,3.265,39,0,0,要注意先,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.92,0,0,0,0,0
918541,2025-12-02,0,E 製造業,0,既存先,宇都宮営業部,その他,2025,60,4.26,0,フォークリフト,0,0,0,0,一般,4141.713,176.626,28.017,34.333,27.142,0,0,154,87.942,4.146,85.318,15.708,1.916,192.272,2.3256,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.54,0,他社競合（レート）,0,0,他社競合（レート）
933769,2025-10-23,0,H 運輸業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,60,5.568745,0,アルファード （タクシー）,0,0,0,0,自動車,109.861,23.728,-2.499,1.63,1.047,0,0,44.864,0,0,0.987,0.425,2.48,58.114,0,0,9,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.83,0,調理方変更（緑売・自己資金）,0,0,調理方変更（緑売・自己資金）
931647,2025-10-15,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,0.543,0,給与システム（タイムレコーダー）,0,0,0,0,一般,1249.61,431.784,-23.744,11.021,-29.075,0,0,16.213,0.037,22.53,22.345,21.464,22.737,75.007,18.72,0,4,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.51,0,他社競合（レート）,0,0,他社競合（レート）
933718,2025-10-14,0,D建設業,0,新規先,宇都宮営業部,銀行紹介,2025,60,1.65,0,公共積算システム ATLUS NEXT,0,0,0,0,一般,99.985,25.739,-4.156,0.696,3.481,0,0,33.192,15.77,0,12.143,0.5,7.646,54.452,0,0,6,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.82,0,0,0,0,0
908877,2025-07-22,0,E製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,12.15,0,全自動高速カッター,0,0,0,0,一般,1081.749,261.063,0.62,11.86,13.35,0,0,22.88,60.109,3.905,48.764,10,10.999,219.984,39.167,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.52,0,無場庁法安更（別費・自己責金）,0,0,無場庁法安更（別費・自己責金）
929371,2025-12-09,0,Rサービス（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,48,0.2405,0,パソコン,0,0,0,0,一般,4942.769,4826.312,573.955,596.559,416.974,0,0,0.078,1.689,30.058,0,20.855,0,130.346,4.42652,0,4,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,3.56,0,他社合（レート）,0,0,他社合（レート）
933755,2025-09-12,0,D 建設業,0,新規先,宇都宮営業部,銀行紹介,2025,60,5.50184,0,BMW,0,0,0,0,自動車,103.236,20.256,-10.276,-2.578,-2.941,0,0,6.604,0,0.15,0,2.255,0,13.188,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,0,0,0,0,0,0
933766,2025-10-23,0,Rサービス業（他に分類されないもの）,0,新規先,宇都宮営業部,銀行紹介,2025,60,3.1,0,フォークリフト,0,0,0,0,一般,4793.502,817.478,195.787,197.983,141.928,0,0,396.246,0,11.225,162.154,13.771,6.021,100,0,0,2,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.74,0,数員皮費見合せ（週・越線）,0,0,数員皮費見合せ（週・越線）
933721,2025-10-15,0,Rサービス系（他に分類されないもの）,0,新規先,宇都宮営業部,銀行紹介,2025,48,6.273418,0,ヴェルファイア（令和5年式）,0,0,0,0,自動車,41.983,11.943,3.976,4.209,2.851,0,0,1.563,0,0.121,0,0.082,0,4.664,0,0,無格付,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,0.00,0,無方食堂（発・自己貴会）,0,0,無方食堂（発・自己貴会）
931647,2025-10-15,0,E 製造業,0,既存先,宇都宮営業部,銀行紹介,2025,60,1.38,0,給与システム（ソフト）,0,0,0,0,一般,1249.61,431.784,-23.744,11.021,-29.075,0,0,16.213,0.037,22.53,22.345,21.464,22.737,75.007,18.72,0,4,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,2.22,0,他社競合（レート）,0,0,他社競合（レート）
922790,2025-10-08,0,D建設業,0,既存先,宇都宮営業部,銀行紹介,2025,60,2.585,0,フィールドライト,0,0,0,0,一般,517.839,431.812,1.389,8.465,8.374,0,0,16.37,0,3.761,0,23.19,0,62.464,0.5735,0,要注意先,0,0,0,0,0,0,0,0,0,失注,0,0,0,0,0,0,調方法食更（別費・自己貴会）,0,0,調方法食更（別費・自己貴会）
911865,2025-06-19,0,H 運輸業・郵便業,0,既存先,宇都宮営業部,銀行紹介,2025,60,6.5,0,日野デュトロ,0,0,0,0,自動車,731.377,731.377,9.922,5.086,5.215,0,0,17.357,65.297,49.445,0,10.595,0,306.58,50.9827,0,9,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.33,0,0,0,0,0
921434,2025-07-30,0,D建設業,0,既存先,宇都宮営業部,銀行紹介,2025,60,3.125591,0,プリウス,0,0,0,0,自動車,176.382,78.756,-5.233,-4.836,-4.919,0,0,18.243,0,0,0,2.994,0,25.984,0.1016,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,4.07,0,0,0,0,0
933671,2025-10-08,0,1卸売業・小売業,0,既存先,宇都宮営業部,銀行紹介,2025,60,2.3605,0,トヨタエンジンフォークリフト,0,0,0,0,自動車,105.7,99.394,-23.142,-23.267,-21.874,0,0,28.672,0,10.478,0,17.253,0,7.328,0,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.61,0,0,0,0,0
906929,2026-01-06,0,D建設業,0,既存先,宇都宮営業部,銀行紹介,2026,60,5.512155,0,アルファード,0,0,0,0,自動車,199.054,46.21,-10.066,4.118,4.037,0,0,10.676,0,0,0,1.778,12.635,12.5244,4.5957,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,3.60,0,0,0,0,0
941421,2025-12-16,0,Rサービス（他に分類されないもの）,0,既存先,宇都宮営業部,銀行紹介,2025,108,35.2,0,宇都宮営業所 、 フロアリフト,0,0,0,0,一般,16403.726,3103.255,759.217,768.445,508.237,0,0,254.309,2.912,183.1,0,133.049,0,500,224.4283,0,無格付,0,0,0,0,0,0,0,0,0,成約,0,0,0,0,2.80,0,0,0,0,0
